F_siamese	3	19	20	chrX	62234997	62234981	127282370	17	17	0	0	100.000	17
F_siamese	1	17	20	chrC1	26597526	26597510	222198629	17	17	0	0	100.000	17
F_siamese	1	19	20	chrC1	53889629	53889611	222198629	19	18	1	0	94.737	16
F_siamese	2	17	20	chrC1	162645296	162645311	222198629	16	16	0	0	100.000	16
F_siamese	1	19	20	chrE1	49091728	49091746	61081816	19	18	1	0	94.737	16
F_siamese	2	17	20	chrC2	149901888	149901873	159252932	16	16	0	0	100.000	16
F_siamese	2	20	20	chrB3	23593352	23593370	148068395	19	18	1	0	94.737	16
F_siamese	1	19	20	chrA1	38483335	38483317	240380223	19	18	1	0	94.737	16
R_siamese	7	24	24	chrE1	7821905	7821922	61081816	18	18	0	0	100.000	18
R_siamese	7	24	24	chrE1	7823573	7823590	61081816	18	18	0	0	100.000	18
R_siamese	4	21	24	chrE1	46396047	46396064	61081816	18	18	0	0	100.000	18
R_siamese	3	22	24	chrE1	10321993	10321974	61081816	20	19	1	0	95.000	17
R_siamese	1	20	24	chrE1	2486067	2486049	61081816	20	19	0	1	95.000	16
R_siamese	2	24	24	chrE1	39076902	39076881	61081816	23	21	1	1	91.304	16
R_siamese	3	21	24	chrE1	51440370	51440352	61081816	19	18	1	0	94.737	16
R_siamese	7	24	24	chrD1	44064854	44064871	115468741	18	18	0	0	100.000	18
R_siamese	7	23	24	chrD1	34988848	34988864	115468741	17	17	0	0	100.000	17
R_siamese	5	24	24	chrD1	94959078	94959059	115468741	20	19	1	0	95.000	17
R_siamese	2	22	24	chrD1	103214525	103214506	115468741	21	20	0	1	95.238	17
R_siamese	8	23	24	chrD1	18425270	18425285	115468741	16	16	0	0	100.000	16
R_siamese	1	16	24	chrD1	21096412	21096397	115468741	16	16	0	0	100.000	16
R_siamese	5	20	24	chrD1	38029475	38029490	115468741	16	16	0	0	100.000	16
R_siamese	4	24	24	chrC1	53257905	53257885	222198629	21	20	1	0	95.238	18
R_siamese	7	24	24	chrC1	159095487	159095470	222198629	18	18	0	0	100.000	18
R_siamese	2	24	24	chrC1	48335815	48335793	222198629	23	21	2	0	91.304	17
R_siamese	7	23	24	chrC1	67562181	67562165	222198629	17	17	0	0	100.000	17
R_siamese	8	24	24	chrC1	87321893	87321909	222198629	17	17	0	0	100.000	17
R_siamese	4	24	24	chrC1	140584001	140584020	222198629	21	20	0	1	95.238	17
R_siamese	4	23	24	chrC1	140826242	140826223	222198629	20	19	1	0	95.000	17
R_siamese	5	21	24	chrC1	199726552	199726568	222198629	17	17	0	0	100.000	17
R_siamese	3	24	24	chrC1	20853677	20853698	222198629	22	20	2	0	90.909	16
R_siamese	2	17	24	chrC1	21180522	21180507	222198629	16	16	0	0	100.000	16
R_siamese	9	24	24	chrC1	39572916	39572931	222198629	16	16	0	0	100.000	16
R_siamese	2	20	24	chrC1	47276628	47276646	222198629	19	18	1	0	94.737	16
R_siamese	1	16	24	chrC1	59461137	59461122	222198629	16	16	0	0	100.000	16
R_siamese	2	21	24	chrC1	65323664	65323646	222198629	20	19	0	1	95.000	16
R_siamese	2	23	24	chrC1	87239028	87239049	222198629	22	20	2	0	90.909	16
R_siamese	5	20	24	chrC1	88804862	88804847	222198629	16	16	0	0	100.000	16
R_siamese	2	24	24	chrC1	128285367	128285388	222198629	23	21	1	1	91.304	16
R_siamese	1	16	24	chrC1	140606558	140606573	222198629	16	16	0	0	100.000	16
R_siamese	7	22	24	chrC1	168367982	168367997	222198629	16	16	0	0	100.000	16
R_siamese	3	21	24	chrC1	189225249	189225230	222198629	20	19	0	1	95.000	16
R_siamese	9	24	24	chrC1	204163454	204163439	222198629	16	16	0	0	100.000	16
R_siamese	7	24	24	chrB4	32497354	32497337	142431058	18	18	0	0	100.000	18
R_siamese	7	23	24	chrB4	34517128	34517112	142431058	17	17	0	0	100.000	17
R_siamese	1	23	24	chrB4	41834379	41834402	142431058	24	22	1	1	91.667	17
R_siamese	5	21	24	chrB4	56068060	56068076	142431058	17	17	0	0	100.000	17
R_siamese	8	24	24	chrB4	91024288	91024304	142431058	17	17	0	0	100.000	17
R_siamese	9	24	24	chrB4	15420915	15420900	142431058	16	16	0	0	100.000	16
R_siamese	6	24	24	chrB4	32613101	32613083	142431058	19	18	1	0	94.737	16
R_siamese	3	21	24	chrB4	45355197	45355215	142431058	19	18	1	0	94.737	16
R_siamese	7	22	24	chrB4	62448252	62448237	142431058	16	16	0	0	100.000	16
R_siamese	9	24	24	chrB4	72767121	72767136	142431058	16	16	0	0	100.000	16
R_siamese	8	23	24	chrB4	94325902	94325887	142431058	16	16	0	0	100.000	16
R_siamese	6	21	24	chrB4	119833374	119833389	142431058	16	16	0	0	100.000	16
R_siamese	7	24	24	chrB1	101309305	101309322	206538554	18	18	0	0	100.000	18
R_siamese	2	24	24	chrB1	24077762	24077740	206538554	23	21	2	0	91.304	17
R_siamese	7	23	24	chrB1	33371352	33371336	206538554	17	17	0	0	100.000	17
R_siamese	3	18	24	chrB1	100691123	100691138	206538554	16	16	0	0	100.000	16
R_siamese	5	24	24	chrB1	109807207	109807225	206538554	20	19	0	1	95.000	16
R_siamese	8	23	24	chrB1	154411859	154411874	206538554	16	16	0	0	100.000	16
R_siamese	9	24	24	chrB1	159437777	159437762	206538554	16	16	0	0	100.000	16
R_siamese	3	21	24	chrB1	159848363	159848381	206538554	19	18	1	0	94.737	16
R_siamese	4	24	24	chrA3	86260846	86260826	140925898	21	20	1	0	95.238	18
R_siamese	2	22	24	chrA3	112639285	112639264	140925898	22	21	0	1	95.455	18
R_siamese	5	24	24	chrA3	41365186	41365206	140925898	21	20	0	1	95.238	17
R_siamese	2	24	24	chrA3	49277939	49277916	140925898	24	22	1	1	91.667	17
R_siamese	1	22	24	chrA3	4117860	4117881	140925898	22	20	2	0	90.909	16
R_siamese	2	24	24	chrA3	16574635	16574655	140925898	23	21	0	2	91.304	16
R_siamese	9	24	24	chrA3	107604166	107604181	140925898	16	16	0	0	100.000	16
R_siamese	6	24	24	chrA3	114086386	114086404	140925898	19	18	1	0	94.737	16
R_siamese	1	24	24	chrA1_AANG03123515v1_random	151	174	757	24	22	2	0	91.667	18
R_siamese	1	24	24	chrA1	102641992	102642015	240380223	24	22	2	0	91.667	18
R_siamese	7	23	24	chrA1	12607486	12607470	240380223	17	17	0	0	100.000	17
R_siamese	1	23	24	chrA1	142979199	142979222	240380223	24	22	1	1	91.667	17
R_siamese	9	24	24	chrA1	6168688	6168673	240380223	16	16	0	0	100.000	16
R_siamese	7	22	24	chrA1	7492652	7492667	240380223	16	16	0	0	100.000	16
