Sample	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80	L81	L82	L83	L84	L85	L86	L87	L88	L89	L90	L91	L92	L93	L94	L95	L96	L97	L98	L99	L100	L101	L102	L103	L104	L105	L106	L107	L108	L109	L110	L111	L112	L113	L114	L115	L116	L117	L118	L119	L120	L121	L122	L123	L124	L125	L126	L127	L128	L129	L130	L131	L132	L133	L134	L135	L136	L137	L138	L139	L140	L141	L142	L143	L144	L145	L146	L147	L148	L149	L150	L151	L152	L153	L154	L155	L156	L157	L158	L159	L160	L161	L162	L163	L164	L165	L166	L167	L168	L169	L170	L171	L172	L173	L174	L175	L176	L177	L178	L179	L180	L181	L182	L183	L184	L185	L186	L187	L188	L189	L190	L191	L192	L193	L194	L195	L196	L197	L198	L199	L200	L201	L202	L203	L204	L205	L206	L207	L208	L209	L210	L211	L212	L213	L214	L215	L216	L217	L218	L219	L220	L221	L222	L223	L224	L225	L226	L227	L228	L229	L230	L231	L232	L233	L234	L235	L236	L237	L238	L239	L240	L241	L242	L243	L244	L245	L246	L247	L248	L249	L250	L251	L252	L253	L254	L255	L256	L257	L258	L259	L260	L261	L262	L263	L264	L265	L266	L267	L268	L269	L270	L271	L272	L273	L274	L275	L276	L277	L278	L279	L280	L281	L282	L283	L284	L285	L286	L287	L288	L289	L290	L291	L292	L293	L294	L295	L296	L297	L298	L299	L300	L301	L302	L303	L304	L305	L306	L307	L308	L309	L310	L311	L312	L313	L314	L315	L316	L317	L318	L319	L320	L321	L322	L323	L324	L325	L326	L327	L328	L329	L330	L331	L332	L333	L334	L335	L336	L337	L338	L339	L340	L341	L342	L343	L344	L345	L346	L347	L348	L349	L350	L351	L352	L353	L354	L355	L356	L357	L358	L359	L360	L361	L362	L363	L364	L365	L366	L367	L368	L369	L370	L371	L372	L373	L374	L375	L376	L377	L378	L379	L380	L381	L382	L383	L384	L385	L386	L387	L388	L389	L390	L391	L392	L393	L394	L395	L396	L397	L398	L399	L400	L401	L402	L403	L404	L405	L406	L407	L408	L409	L410	L411	L412	L413	L414	L415	L416	L417	L418	L419	L420	L421	L422	L423	L424	L425	L426	L427	L428	L429	L430	L431	L432	L433	L434	L435	L436	L437	L438	L439	L440	L441	L442	L443	L444	L445	L446	L447	L448	L449	L450	L451	L452	L453	L454	L455	L456	L457	L458	L459	L460	L461	L462	L463	L464	L465	L466	L467	L468	L469	L470	L471	L472	L473	L474	L475	L476	L477	L478	L479	L480	L481	L482	L483	L484	L485	L486	L487	L488	L489	L490	L491	L492	L493	L494	L495	L496	L497	L498	L499	L500	L501	L502	L503	L504	L505	L506	L507	L508	L509	L510	L511	L512	L513	L514	L515	L516	L517	L518	L519	L520	L521	L522	L523	L524	L525	L526	L527	L528	L529	L530	L531	L532	L533	L534	L535	L536	L537	L538	L539	L540	L541	L542	L543	L544	L545	L546	L547	L548	L549	L550	L551	L552	L553	L554	L555	L556	L557	L558	L559	L560	L561	L562	L563	L564	L565	L566	L567	L568	L569	L570	L571	L572	L573	L574	L575	L576	L577	L578	L579	L580	L581	L582	L583	L584	L585	L586	L587	L588	L589	L590	L591	L592	L593	L594	L595	L596	L597	L598	L599	L600
SRR8423798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122318760166959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113491633144601	0.00250942611064173	0	0	0	0	0.0162293035396779	0	0	0.727557029545655	6.30509073025561e-05	0	0	0	0	5.04407258420449e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207185281396199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228269504798174	0	0	0	0	0	0	0	0	0	0	0	0.002244612299971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8423802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000582945174855254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211671354753267	0.00230348238996202	0	1.69789856753958e-05	0	0	0.0275625534130591	0	8.48949283769788e-05	0.685520886982212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258476758598441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255052663153903	0	0	0	0	0	0	0	0	0	0	0	0.000911205564579572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8423807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121803650239111	0	0	0	0	0.00161076789802189	0.00584429850773453	2.27670374278712e-06	0.000107005075910995	0.00035516578387479	0	0.000158230910123705	6.83011122836135e-05	0	0.000463309211657179	0.000175306188194608	0.000259544226677731	0.00138309752374317	6.83011122836135e-05	0.000125218705853291	0.000188966410651331	0.000414360081187255	4.32573711129552e-05	0.000648860566694329	0.000215148503693383	4.32573711129552e-05	0.000343782265160855	2.27670374278712e-06	9.5621557197059e-05	0.000262959282291912	0.00084124203295984	0	0.000232223781764286	0	0.000392731395630778	3.41505561418068e-06	0.000751312235119749	0.000126357057724685	0	0.00055665406511145	6.83011122836135e-06	0.00115201209385028	0.000409806673701681	0	0.000257267522934944	3.07355005276261e-05	6.48860566694329e-05	5.6917593569678e-06	0.000498598119670379	0	0.000111558483396569	0.000162784317609279	0.000138878928310014	3.07355005276261e-05	0.000673904307864987	0	0.000129772113338866	0	0.000276619504748635	4.21190192415617e-05	0.000111558483396569	0	9.78982609398461e-05	0.000484937897213656	0.000467862619142753	3.07355005276261e-05	6.60244085408264e-05	0.0015014861183681	0	6.83011122836135e-05	0	2.95971486562325e-05	0.000235638837378467	0	0.000112696835267962	0	0.000349474024517823	0.000309631709019048	3.75656117559874e-05	0	0.000322153579604377	3.75656117559874e-05	0.000152539150766737	0.000482661193470869	1.70752780709034e-05	3.64272598845939e-05	2.50437411706583e-05	4.09806673701681e-05	9.44832053256654e-05	0.000146847391409769	0	2.8458796784839e-05	0	1.36602224567227e-05	1.36602224567227e-05	0	0.000136602224567227	0.000114973539010749	0	7.96846309975491e-06	0	0	0	0.000114973539010749	0.000326706987089951	0	0.000656829029794083	0.000143432335795588	0.000209456744336415	4.55340748557424e-06	0	0.000100174964682633	0.000160507613866492	0.000245884004221009	0.000211733448079202	0	2.50437411706583e-05	0.00219588075991818	0	0.000282311264105603	0	0.000229947078021499	0.000206041688722234	4.55340748557424e-06	0	1.13835187139356e-05	0	0	0.000209456744336415	0	0	0	0	0	2.50437411706583e-05	0.00207863051716464	0	0	0.00035175072826061	6.03326491838586e-05	0	2.27670374278712e-05	0	8.87914459686976e-05	9.10681497114847e-06	5.57792416982844e-05	0	0	0.000214010151821989	3.41505561418068e-06	9.10681497114847e-06	6.03326491838586e-05	1.36602224567227e-05	0	0.000227670374278712	7.96846309975491e-06	4.55340748557424e-06	0	0.00011838859462493	0	9.10681497114847e-06	9.90366128112396e-05	4.66724267271359e-05	0.00013432552082444	7.96846309975491e-05	0	0	0	0	9.10681497114847e-06	0	0	1.47985743281163e-05	0	8.7653094097304e-05	1.25218705853291e-05	2.04903336850841e-05	0.0236412916651014	0.000634061992366212	5.91942973124651e-05	0.03920142339518	6.48860566694329e-05	0.000158230910123705	0.164903928793814	4.21190192415617e-05	0.000703501456521219	0.592125109424074	0.000176444540066002	0	0	5.6917593569678e-05	0	0	0.000206041688722234	0	1.0245166842542e-05	2.95971486562325e-05	0	0	0	4.55340748557424e-05	0.124973960200942	0	0	2.27670374278712e-05	6.03326491838586e-05	8.65147422259105e-05	0.000125218705853291	0	0	9.90366128112396e-05	2.16286855564776e-05	0	4.78107785985295e-05	9.10681497114847e-06	0	0.000130910465210259	0	0	5.12258342127102e-05	0	0	0	0	0	0	0	0	0	1.59369261995098e-05	0	0	0.00901916187705117	5.57792416982844e-05	0.000881084348458615	0	4.09806673701681e-05	9.10681497114847e-06	0.0015367750263813	0	2.39053892992647e-05	0	0	0	0	0	6.60244085408264e-05	0	0	9.33448534542718e-05	0	0	4.32573711129552e-05	0	3.64272598845939e-05	7.96846309975491e-06	0	0	0	0	0	1.36602224567227e-05	0	0	0.000293694782819538	0	0	0	0	0	0	0	0	2.27670374278712e-06	0.000154815854509524	3.64272598845939e-05	0	0	0	3.75656117559874e-05	0	0	0	0.000265235986034699	0	0	0.000509981638384314	0	0	0	1.13835187139356e-05	0	0	0	0	0	0	0.000119526946496324	0	4.66724267271359e-05	0	0	0	0	0	0	0.000138878928310014	0	2.39053892992647e-05	0	6.26093529266457e-05	0	0	0	0	0	0	0	0	0	0	7.96846309975491e-06	0	0	0	0	0	0	0	0	0	0	0	0.000478107785985295	0	0	0	0.000352889080132003	1.59369261995098e-05	0	0.000114973539010749	0	0	0	0	0	0	0	0	0	0	3.18738523990197e-05	0	0	0	0	0	2.50437411706583e-05	8.87914459686976e-05	0	0.000110420131525175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52889080132003e-05	0	0	0	0	0	0	0	0	0	6.03326491838586e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000264097634163306	0	0	0	0	0	0	0	0	0	0	0.00209684414710694	0	0	0	2.04903336850841e-05	0	0	0	0	0	0	0	0	0	5.12258342127102e-05	0	0	0	0	0	0	0.00011838859462493	0.00020148828123666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.10681497114847e-06	7.96846309975491e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8423815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018273977171234	0	0	0	0	0.000545935067990616	0.00183044337998527	8.29943129860212e-05	3.80707857734042e-06	0.000232231793217766	5.63447629446382e-05	0	0	0	6.85274143921276e-06	3.6547954342468e-05	0.000455326597849914	0.000304566286187234	0	0	2.43653028949787e-05	4.5684942928085e-05	1.67511457402979e-05	0.00012334934590583	0	1.21826514474893e-05	0.000398220419189808	0	0	1.8273977171234e-05	0.000191876760297957	3.80707857734042e-06	0.000239845950372446	0	9.13698858561701e-06	7.53801558313403e-05	0.000472077743590212	3.95936172043404e-05	0	3.35022914805957e-05	0	0.000970043621506339	1.37054828784255e-05	3.80707857734042e-06	0	3.04566286187234e-06	6.09132572374467e-05	0	1.75125614557659e-05	8.37557287014893e-06	0.000203297996029978	2.89337971877872e-05	6.09132572374467e-06	7.08116615385318e-05	0.000169034288833915	0	0.000172079951695787	7.2334492969468e-05	0.000226901883209489	1.14212357320213e-05	7.08116615385318e-05	0	0	4.26392800662127e-05	1.97968086021702e-05	0	1.06598200165532e-05	8.37557287014893e-06	4.79691900744893e-05	4.34006957816808e-05	0	0.00014695323308534	0	0	7.46187401158722e-05	0	1.52283143093617e-06	0	8.07100658396169e-05	1.14212357320213e-05	0	0	0.000114212357320213	0.000150760311662681	1.8273977171234e-05	1.14212357320213e-05	6.09132572374467e-06	7.38573244004042e-05	0	2.28424714640425e-06	0	0	4.5684942928085e-06	3.80707857734042e-06	0	0	4.11164486352765e-05	0	0	7.53801558313403e-05	0.000239845950372446	6.09132572374467e-06	0	1.14212357320213e-05	0	1.97968086021702e-05	0	0.000149998895947213	0	0.000260404174690085	4.5684942928085e-06	7.38573244004042e-05	0	0.000280962399007723	0.000828420298429275	0	0	0.00177638286418704	3.04566286187234e-06	0	3.80707857734042e-06	0.000456088013565382	0	0	0	2.43653028949787e-05	6.85274143921276e-06	0	0.000134770581637851	0.000114973773035681	2.66495500413829e-05	0	0	0	0	0.00217536469909232	0.000213196400331064	0	0.000289337971877872	8.37557287014893e-06	6.85274143921276e-06	0	0	4.72077743590212e-05	0.000343398487676106	0	0	0	2.28424714640425e-06	0.000169795704549383	4.5684942928085e-06	0	4.41621114971489e-05	3.04566286187234e-06	0	0	0	0	9.0608470140702e-05	2.28424714640425e-06	0.000124872177336766	0	0	0	0.000407357407775425	0.000467509249297404	0	0	0	0	0	0	2.81723814723191e-05	3.04566286187234e-06	0	0	0	0.02142319257041	0.000806339242680701	0.000245937276096191	0.0390933670792778	9.13698858561701e-06	0.00317281928635551	0.163954123180312	0.000232993208933234	0.000236038871795106	0.549839607779537	3.12180443341914e-05	1.21826514474893e-05	0	0	0	0.000419540059222914	0.000443905362117893	0	3.88322014888723e-05	0.000193399591728893	0	0	4.5684942928085e-06	0.000240607366087915	0.167238109161125	0	0	0	0	0	0.000350251229115319	0	0	0	0	0	0.000178171277419532	0	0	2.36038871795106e-05	0.000986033351531169	0	1.37054828784255e-05	0.000384514936311382	0	0	0	0	0	0	0	0	0	0	0.000155328805955489	0.0121598089760253	0.000201013748883574	0.000269541163275702	0	0	0	0.00283094363011034	0	0	0	0	0	0	0	0.000149237480231744	0	0	5.02534372208936e-05	0	5.02534372208936e-05	1.59897300248298e-05	0.000499488709347063	0	0	0	2.36038871795106e-05	0	0	0	7.53801558313403e-05	8.07100658396169e-05	0	0	0	0	0.000113450941604745	0	0	0	1.67511457402979e-05	0	0	0.000421062890653851	4.34006957816808e-05	0	0	0	0	0	0	0	0.000507102866501744	0	3.42637071960638e-05	0.000543650820844212	0	0	1.67511457402979e-05	0	0	0	0	0	0	6.09132572374467e-06	0.000879435151365637	5.02534372208936e-05	3.80707857734042e-05	0	0	1.8273977171234e-05	0	0	0	0	0	0.000168272873118447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185785434574213	2.13196400331064e-05	0	0	0	0	0	0	0.00219135442911715	6.85274143921276e-06	0	0.000331215836228617	0.000496443046485191	1.97968086021702e-05	0	0.000367763790571085	0	0.000454565182134446	0	0	0	0	0	0	2.96952129032553e-05	0	3.80707857734042e-06	0	0	0	6.85274143921276e-06	0	0	0.000186546850289681	0	4.94920215054255e-05	0	0	0	0	1.44668985938936e-05	9.13698858561701e-05	0	5.78675943755744e-05	0	3.27408757651276e-05	0	0.000164465794541106	0	0	0	0	4.18778643507446e-05	0	0	0	0	0	0	0	0	0	0.000427915632093063	0	0	0	0.000511671360794553	0	0	0	0	1.44668985938936e-05	0	0.000368525206286553	9.59383801489786e-05	0.000177409861704064	0	0	0	0.000140861907361596	0	0	0	0	0.00570071946170955	0	9.13698858561701e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20810557485744e-05	3.95936172043404e-05	1.90353928867021e-05	0	0	0	0	0	0	0	2.28424714640425e-05	0	0	0	0	0	0	0	0	0	0	7.2334492969468e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112004251745355	0	0	0	0	0	0	1.75125614557659e-05	0	0	0	0	0	0	0	0.000100506874441787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8423825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542448859103391	7.25196690084332e-05	2.37684082635295e-05	4.34597537957237e-05	0.00025208392121831	2.87129311504682e-05	4.84910226982227e-05	0.000412737542036035	9.80229975831693e-05	0.000412997780082716	0.000101926568283384	6.51462576858054e-05	0.000192923138606167	4.22453095778791e-05	1.8043171236548e-05	0.000220768609601032	0.000399465401655305	0.000469469436212489	0.000170976396669404	5.6818640192014e-05	0.000253905587545076	0.000153280209495097	2.08190437344784e-06	0.000148075448561478	9.82832356298502e-05	0.00342481944033726	0.000183901552987893	8.93483960271366e-06	2.32479321701676e-05	0.00011944926342657	0.000274898123310676	0.000125434738500233	0.00266223521754643	5.98547507366255e-06	2.34214242012882e-06	1.49203146763762e-05	9.7155537427566e-06	1.3011902334049e-05	2.654428076146e-05	6.06354648766684e-05	1.7522695143186e-05	7.12184787750283e-05	0.000107218075232564	0.000797542867061644	1.10167439761615e-05	1.11034899917218e-05	2.05588056877974e-05	6.1329433001151e-05	0.000352449061221608	0.00121236231347113	4.87512607449036e-05	7.1131732759468e-06	0.000303784546492264	0.00026535606159904	2.96671373216318e-05	9.88904577387725e-06	4.47609440291286e-05	6.76618921370549e-06	0.000117887835146484	5.55174499586091e-06	2.6023804668098e-07	1.18842041317648e-05	0.0006211882174275	9.6635061334204e-05	5.37825296474026e-06	0.000185029251190177	2.34214242012882e-06	0.00138706878880963	8.52713332958012e-05	6.1589671047832e-06	4.39802298890857e-05	5.2307847382877e-05	1.40528545207729e-05	1.99515835788752e-06	0.00015388743160402	1.09299979606012e-05	2.27274560768056e-05	1.57877748319795e-05	1.50070606919365e-05	0	4.55416581691716e-05	1.73492031120654e-05	3.90357070021471e-06	0	0.000407706273133536	0.0001327214038073	4.07706273133536e-06	1.12769820228425e-06	3.20960257573209e-06	1.7782933189867e-05	2.6023804668098e-07	2.51563445124948e-06	5.05729270716705e-05	0.00160211216138368	0	1.50938067074969e-05	1.68287270187034e-05	4.33730077801634e-06	8.50110952491202e-06	1.89973774077116e-05	0.00019379059876177	9.28182366495497e-06	3.59128504419753e-05	4.33730077801634e-07	0.000227448052799177	1.76961871743067e-05	2.68912648237013e-06	5.62114180830918e-05	9.54206171163595e-05	4.25922936401204e-05	3.20092797417606e-05	5.29150694917993e-06	5.63849101142124e-06	6.07222108922287e-07	4.51079280913699e-06	0.000119709501473251	3.81682468465438e-06	3.46984062241307e-07	0.000315408512577348	2.11660277967197e-05	2.22069799834437e-05	0	4.33730077801634e-07	4.84042766826623e-05	1.82166632676686e-06	4.08573733289139e-05	0.000127776880920361	6.93968124482614e-07	0.000153453701526218	6.41920515146418e-06	0	1.56142828008588e-06	0	0.000452380471147104	3.46984062241307e-07	0.000218860197258704	2.10792817811594e-05	0	0.000377258421671861	0.000483609036748822	0.000350106918801479	6.07222108922287e-07	2.54165825591757e-05	0.00305918498475048	4.33730077801634e-07	4.51079280913699e-06	5.37825296474026e-06	0.000255987491918524	2.04720596722371e-05	1.90841234232719e-06	9.14303004005844e-05	0.000485951179168951	2.34214242012882e-05	0.000576600765429492	0.000751740970845792	2.42888843568915e-06	1.21444421784457e-06	8.50978412646806e-05	5.55174499586091e-06	0	0	0.00309475085113022	0	2.35081702168486e-05	0.000311765179923814	9.79362515676089e-05	2.42888843568915e-06	0.000181906394630005	0	1.28384103029284e-05	0.000241327415288829	0	4.33730077801634e-07	5.29150694917993e-06	0.000102967520470108	0	6.98305425260631e-05	0	0	0	1.64817429564621e-05	1.73492031120654e-07	0	4.89247527760243e-05	8.20617307200691e-05	1.43130925674539e-05	0.000208537421407026	1.49203146763762e-05	4.29392777023618e-05	2.47226144346931e-05	2.50695984969344e-05	3.46984062241307e-07	0	1.12769820228425e-06	2.16865038900817e-06	9.36856968051529e-06	8.67460155603268e-08	0.00043537825209728	0.000143911639814582	1.04095218672392e-06	1.04962678827995e-05	1.03227758516789e-05	0.00061841234492957	0.0234859632368651	0.000577034495507294	0.000243929795755639	0.0448896751162201	1.26649182718077e-05	0.00111702844237033	0.194509029262641	0.000293722008687266	0.000367629613944665	0.694301662912444	6.6620939950331e-05	1.71757110809447e-05	1.21444421784457e-06	0	2.51563445124948e-06	0.000273076456983909	0.000266397013785764	6.93968124482614e-05	1.73492031120654e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
