Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Porphyromonas	0.00120969536509127	4.3750127378552	0.172970017744744	0.00603037701917124	0.0190453474529251	0	0.0930993624104271	0	0.00436205016357688	0	0.00399896027032971	0	0.00528239694043569	0.018067373414347	0.0247617169063	0.0203625043972528	0.0100963869138054	0	0.00199250816928349	0.0139072387177526	0.0159952014395681	0.00539417968012515	0.0395679864023755	0.318950363349704	0.827814569536424	0.010062893081761	0.00171667925564787	0
Tannerella	0.000658112155568244	8.85495327470507	0.00259219372641987	0.00464562377773192	0.130373514109929	0	0.00282119280031597	0.00425658706848849	0	0	0	0	0.00246511857220332	0.14211410331417	0.151763846719219	0.0959946635870489	0.0332729348457141	0	0	0	0.00199940017994602	0.00269708984006257	0	0	0.000885363175974785	0.0251572327044025	0.00886950948751402	0
Parabacteroides	0.000603664027589577	0.0655654580440464	0.433132006287248	0.389383677600857	1.20158418839634	0	0	0	0	0	0	0.309549605324253	0.464146611166283	1.16134055140471	1.86105025372248	1.06565735852505	0.385413330335613	0	0	0	0	0	0	0	0	0	0	0
Alistipes	0.000878271977395031	0.0548215869068375	2.06362186020535	5.57912614029962	13.8909825086207	0	1.91841110421486	3.72025709785894	0.0610687022900763	0.0380410512561817	0.131965688920881	0.0530656466270148	5.08694825363957	9.00142779952609	13.9606653845522	31.0091499366925	44.9615230768502	0	3.52275444329322	4.93011612544329	5.370388883335	8.3663726838741	1.60852466461831	1.34647795436835	3.62379147926479	0	0.000286113209274646	0
Odoribacter	0.00037166765620221	0.0165087546073965	0.231412203576756	0.672364702907893	0.867404428553962	0	0.177735146419906	0.36606648789001	0.351872046528535	0.243131936289509	0.971747345690121	0.216684723726977	0.968791598875906	0.951021616548919	0.694478688955734	0.404093840878275	0.512757726240818	0	0.29090619271539	0.278144774355052	0.207937618714386	0.167219570083879	0.394647655682823	0.670520650223809	0.299252753479477	0	0	0
Butyricimonas	0.000366933036377978	0.0157755813738345	0.503356890875714	0.854080063752252	0.646595554022849	0	0.301867629633809	0.378836249095475	0.00290803344238459	0.00330791750053754	0.013996360946154	0.00663320582837685	0.776512350244047	0.559015266533013	0.458414639587281	0.620685407315451	0.597195230321487	0	0.286921176376823	0.285098393713928	0.229931020693792	0.318256601127384	0.00378476391674896	0.00543665392073359	0.912809434430003	0	0.0108723019524365	0
Barnesiella	0.000196486722705627	0.0219984921674609	0	4.46694594012684e-05	0.0933041785312072	0	0	0	0.049436568520538	0.086005855013976	0.105972447163737	0.0132664116567537	0	0.116086352504393	0.105539626965733	0.106440899214789	0.0401763531608242	0	0.00199250816928349	0	0.00399880035989203	0.00269708984006257	1.23555338409505	1.26492814555735	0	0	0	0
Treponema	0.00332607042652296	3.75780773887908	0.000471307950258159	0.000268016756407611	0.0150049701147257	0	0	0	0	0	0	0	0	0.00693675832960077	0.00916970170878154	0	0.0168676823903488	0	0	0	0	0	0	0	0.000885363175974785	0	0.000572226418549292	0
Akkermansia	0.000445054263477806	0.00863332077273032	4.37774389597291	8.1138052751058	2.67777885587929	0	4.02019974045026	0.344783552547567	0	0.00165395875026877	0	0	3.21310597896902	0.571676341191912	0.840618608506571	0	4.9668057883456	0	1.01020164182673	5.47481630855527	5.65430370888733	24.1065889904793	0.728395019250686	0.353382504847683	0.000885363175974785	0	0	0
Fusobacterium	0.0144216519846106	1.43709697405567	0	0.00120607540383425	0.00378503750641729	0	0	0	0.594692838967648	0.605348902598369	1.51160698218463	0	0	0.00205717618084149	0.0028882799236367	0	0.00661715216488226	0	0	0	0	0	0	0	0	1.31320754716981	2.91692416855501	0
Leptotrichia	0.00532644730226097	0.298207091584326	0	4.46694594012684e-05	0.00201267867404729	0	0	0	0	0	0	0	0.000352159796029046	0.00136151273804485	0.00138543508532167	0	0.00312690717941191	0	0	0	0	0	0.00206441668186307	0	0	0.407547169811321	0.79196136327222	0
Mycoplasma	0	0	0.00424177155232343	0.0168850556536795	0	0	0.287761665632229	2.57949176350402	0	0.00496187625080631	0	0.0132664116567537	0.00246511857220332	0	0	0	0	0	0.514067107675142	0.83211644994553	0.449865040487854	1.18132534994741	0.00275255557581742	0.00362443594715572	0.00619754223182349	0	0.00457781134839433	0
Halomicronema	0	0	0.000471307950258159	4.46694594012684e-05	0	0	0	0	0	0	0	0	0.00704319592058092	0	0	0	0	0	0	0	0	2.61348005502063	0	0	0	0	0	0
