Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Ruminococcus	0.00125230694350936	0.0101326188458571	3.15187191735144	3.23143336254716	0.937923282096142	0	2.99328556113525	8.02792321116928	0.495819701926572	0.580539521344338	0.693819606902205	0.762818670263338	3.65013628584106	0.969397069487933	0.359402994887979	0.191259150613872	0.26659085751796	0	6.22459552084164	4.45031638968083	4.48065580325902	6.17363864390323	9.27439194326983	10.7047715699244	0.358572086269788	0	0.00486392455766898	0
Flavonifractor	0.000563419759083605	0.0141477720372968	1.16978633254075	1.14894316526003	0.441948188844533	0	1.35417254415167	2.48584684799728	0.145401672119229	0.403565935065579	0.171955291624178	0.0375881663608022	0.73460533451659	0.353446719186606	0.70711197837782	0.620438089448277	0.720212603263632	0	0.524029648521559	0.797348353151148	0.719784064780566	3.74895487768698	0.665430310453862	0.73757271524619	0.496688741721854	0	0	0
Faecalibacterium	0.000456890813038385	0.017447875378476	6.57191805839977	6.52790545798257	1.76881411470526	0	5.98092873666986	9.82845954113991	7.55070883315158	5.75743040968558	11.0951152700298	9.92769805647069	12.342496531226	5.60963124172844	5.72043798534257	5.43011109165282	0.496891975376267	0	9.95058579740177	12.1572445124354	10.4908527441767	2.82924724222564	14.6983027054181	14.7695764846596	4.54102772957467	0.010062893081761	0	0
Ruthenibacterium	0.000179915553320815	0.0103698704090772	2.29267752403081	1.97372006364505	0.400312776273943	0	2.47418608587711	0.889626697314094	3.10432569974555	4.13985875192273	1.85151860516266	1.53890375218343	1.28679189469013	0.14554273028224	0.184638577557361	0.350908722394762	0.715489211784873	0	0.775085677851279	0.734765778921262	0.843746875937219	2.39501577797556	4.6253255757142	4.51785940812961	3.7079009809824	0.010062893081761	0	0
Intestinimonas	0.000499502391456473	0.00749319520503387	0	0.0630286072151898	0.708838393017267	0	0	0	0	0	0	0	0	0.227362689204307	0.280609309654134	0.575956204480999	0.792384703830692	0	0	0	0	0	0	0	0	0	0	0
Flintibacter	9.23250865725235e-05	0.00368893229201206	0.828795030528973	0.891200384514707	0.34654121169865	0	0.761722056085313	1.94526029029924	0.555434387495456	0.565653892591919	0.70381700757803	0.198996174851306	0.563807833442503	0.275979625806609	0.35939125391268	0.482128516492039	0.118360042882669	0	0.607714991631466	1.16357230605197	1.22363291012696	0.811824041858834	0.373315349970238	0.623402982910785	1.64234869143323	0	0	0
Oscillibacter	0.000305382978662962	0.00356536376950161	2.19063935279992	1.98587015660219	0.555889833779778	0	1.22439767533713	1.97079981271017	0.34896401308615	0.519343047584393	0.427888748925279	0	2.50772990752284	0.594682925050115	1.08618110689219	1.20818311226453	0.474695338497061	0	0.587789909938631	1.00132118767819	1.407577726682	2.13609515332956	0.796520769752167	0.623402982910785	1.89113574388214	0	0	0
Dysosmobacter	0.000198854032617743	0.00572039880208391	0	0	0.647466713448929	0	0	0	0	0	0	0	0	0.504723703847327	0.782054623713483	1.11182336039737	0.827969788351324	0	0	0	0	0	0	0	0	0	0	0
Christensenella	0.000281709879541802	0.00897107473425889	0.790619086558062	0.42681668457912	0.0933642584916265	0	0	0	0.00727008360596147	0.00496187625080631	0.0199948013516486	0.00221106860945895	0.281727836823237	0.0258488659244865	0.0426667042377876	0.0662458572785118	0.0831823371142853	0	0	0	0.0119964010796761	0.0161825390403754	0.0137627778790871	0.0108733078414672	0.00708290540779828	0	0.000858339627823937	0
Megamonas	0.000949291274758511	0.00293928325544864	0.0369976740952655	0	0.000615819594298051	0	0	0.0127697612054655	19.7833515085423	10.4579811779494	10.2353388119089	10.989010989011	0.00598671653249378	0.000367707819763938	0.025043500313484	0.00101282555128036	0.00107900318162806	0	0.00199250816928349	0	0.00199940017994602	0.00539417968012515	0	0	0	0	0.00429169813911969	0
Veillonella	0.00101320864238564	0.00704175820279568	0	0.00183144783545201	0.0014268990599589	0	0	0	0	0	0	0	0.0140863918411618	0.00160996396761508	0.00205467067738383	0.00179011027668156	0.00129920791257256	0	0	0	0	0	0.0282136946521286	0	0	20.0251572327044	12.3486461122937	0
Dialister	0.000369300346290094	0.00814893216448934	0.257098486865826	0.0329660610381361	0.00210279861467627	0	0.126953676014219	0.0595922189588388	0	0	0	0	0.642691627753009	0.00741378469037561	0.00535388473649729	0.00449882977429183	0.00576936395074593	0	0.280943651868973	0.0880791785457664	0.103968809357193	0.277800253526445	0	0	0	0	0	0
Peptoniphilus	0.00073149876284384	0.0106104171328976	0.103923403031924	0.00294818432048372	0.00205773864436178	0	0.124132483213903	0.0170263482739539	0.00290803344238459	0.00165395875026877	0.00999740067582429	0	0.00176079898014523	0.00110312345929181	0.00145588093711768	0.00305025369513503	0.00480046313459012	0	0	0.00231787311962543	0.00799760071978406	0.0539417968012514	0.067781681054504	0.244649426433011	2.40995856500336	0	0.00200279246492252	0
Finegoldia	0.000568154378907837	0.00503665297752607	0.0730527322900146	0.00107206702563044	0.00216287857509559	0	0.107205326412007	0	0	0.00330791750053754	0	0	0.000704319592058092	0.00090436247563563	0.000997982900443574	0.00276760470408005	0.0224829030294336	0	0	0	0.00399880035989203	0	0.036815430826558	0.137728565991918	2.96950809221943	0	0.0031472453020211	0
Murdochiella	7.57539171877116e-05	0.00512067957283317	0.0612700335335607	0.000268016756407611	0.00510679663564238	0	0.42035772724708	0.00425658706848849	0	0	0	0	0.000352159796029046	0.0042534850502423	0.00353403356510019	0.00416907261806101	0.00508672928481797	0	0.00398501633856699	0.0069536193588763	0	0	0.0316543891219004	0.105108642467516	0.735736799235046	0	0.00286113209274646	0
Erysipelothrix	0.0011552472371126	0.0104308308801824	0.0664544209864004	0.0100059589058841	0.00130673913912026	0	0.423178920047396	0.0297961094794194	0.0101781170483461	0.00661583500107507	0.0159958410813189	0.00221106860945895	0.0440199745036308	0.000586344901785738	0.000774904369756187	0.00070662247763746	0.00147537169732816	0	0	0.0509932086317595	0.127961611516545	0.0970952342422526	0.150358348329027	0.0598031931280694	0.698551545844105	0	0.0145917736730069	0
Turicibacter	0.000435585023829342	0.00243677126390613	0	0.000446694594012684	0.00294391806054678	0	0	0	0.00145401672119229	0.00330791750053754	0.0219942814868134	0.00663320582837685	0.00845183510469711	0.00325968013196139	0.00189029702319312	0.00259094908467068	0.00191578115921716	0	0	0	0	0.018879628880438	0.0323425280158547	0.530979866258314	0	0	0	0
Faecalibaculum	0.000113630875781567	0.00219292937948551	0.237539206930112	0.0582043055998528	0.00268857822876466	0	0	0.174520069808028	4.80697928026172	2.86961843171631	4.67278507588027	2.55378424392509	0.180657975362901	0.00193791959064778	0.00251256871405794	0.00345067309912959	0.00214699612670889	0	0.547939746552961	0.150661752775653	0	0.571783046093265	0.525738114981128	0	0	0	0.000858339627823937	0
Streptomyces	0.211433917490727	0.914253841609439	0.00542004142796883	0.0366289567090401	0.271876840887537	0	0	0	0.00290803344238459	0	0.0119968808109891	0	0.00633887632852283	0.121492651259842	0.194137026574524	0.292989233311079	0.225357521648602	0	0	0	0	0	0.0123865000911784	0	0	0.0553459119496855	0.590251550733594	0
Corynebacterium	0.00792338627585221	0.79805988852241	0.0923763582505991	0.000804050269222832	0.0288684209814843	0	0.0253907352028438	0.00425658706848849	0.00290803344238459	0.00330791750053754	0.00599844040549457	0.00221106860945895	0.000352159796029046	0.015513294774365	0.0261001880904243	0.0328697222514358	0.0384147153132682	0	0	0	0	0	0.0474815836828505	0.219278374802921	3.56004533059461	1.20754716981132	0.00257501888347181	0
Rothia	0.000579990928468417	0.0114885774328719	0.0011782698756454	0	0.00132175912922509	0	0	0	0	0.00165395875026877	0	0	0	0.00045715026240922	0.0011036516781376	0.00254384091949485	0.00449217651126782	0	0	0	0	0	0.00447290281070331	0	0.00885363175974785	3.23522012578616	3.22621254778091	0
Actinomyces	0.00331186656705027	0.500946790257377	0.00542004142796883	0.00196545621365581	0.0108594528457925	0	0	0	0.0189022173754998	0.00826979375134384	0	0	0	0.00474044946019995	0.00756118809277249	0.0178775486842277	0.0163061603264403	0	0	0	0	0	0	0	0.0292169848071679	4.50314465408805	2.11094325802834	0
Schaalia	0.000426115784180878	0.121027953687638	0.000706961925387238	0.000268016756407611	0.00312415794180475	0	0	0	0	0	0	0	0.00105647938808714	0.00119256590193709	0.00199596580088715	0.00877389576399846	0.00604461986442655	0	0	0	0	0	0.00550511115163485	0	0	0.452830188679245	3.89285632539083	0
Bifidobacterium	0.00231522909404944	0.0597297286209527	0.133615803898188	0.0541393847943373	0.0768572893664178	0	0.0987417480110591	0	3.16248636859324	1.08830485767685	0.461879911223082	6.13571539124859	0.0355681393989337	0.037903719583234	0.0725592273498975	0.0637255704416049	0.202940680038452	0	0	0	0	0.19958464816463	0	0	0	0	0	0
Adlercreutzia	0.000182282863232931	0.00412224591094871	0.0476021029760741	0.0263996505061496	0.117276082738517	0	0.0112847712012639	0.0212829353424424	0.049436568520538	0.0545806387588694	0.0499870033791214	0.0243217547040485	0.0327508610307013	0.0451286813391362	0.0830439182922047	0.187843808638625	0.351810088393482	0	0.00597752450785048	0.0069536193588763	0.0179946016195141	0.0674272460015643	0.10734966745688	0.0779253728638481	0.594078691079081	0	0	0
Collinsella	0.000106528946045219	0.00491143687471547	0.000235653975129079	0	0.0109645927765263	0	0	0	17.0308978553253	11.1294884305585	13.1745746106012	16.0368806244058	0	0.00530691826362007	0.0101911665598238	0.015015727649796	0.0455053076496811	0	0.00398501633856699	0.00231787311962543	0	0	0.00653731949256638	0	0	0	0	0
Chryseobacterium	0.0228066636933254	0.935057838059299	0.00141392385077448	0.00397558188671289	0.0483643681375543	0	0	0	0.0465285350781534	0.0611964737599444	0.117969327974727	0.0221106860945895	0.00176079898014523	0.0399509577148927	0.0493003552819126	0.0274522832562153	0.020941469912822	0	0	0	0	0	0	0	0	0	0.00200279246492252	0
Capnocytophaga	0.00512522595973111	17.933186631685	0	0.000446694594012684	0.0201718467107874	0	0	0	0	0.00165395875026877	0	0	0.000352159796029046	0.0185443997751218	0.0221552203898473	0.0154632552189664	0.00586845607967095	0	0	0	0.00199940017994602	0	0	0	0.000885363175974785	0.105660377358491	0.111870264826386	0
Spirosoma	0.00453576579161423	0.0288771399205428	0.150347236132353	0.107162033103643	0.0115804123708243	0	0.0112847712012639	0.00425658706848849	0.0770628862231916	0.0115777112518814	0.0359906424329674	0.0132664116567537	0.231016826195054	0.0092622618383781	0.0115648606698461	0.00774929317142414	0.00525188283302635	0	0	0.00231787311962543	0.00199940017994602	0.00269708984006257	1.60646024793644	1.30479694097606	0.345291638630166	0.0050314465408805	0.0160223397193802	0
Bacteroides	0.00813881147785476	0.761480310698716	54.3736199514082	49.4439098999136	58.7439623394776	0	51.9325170682164	45.7625675733197	9.72591784805525	10.0180281503779	16.9495931057925	5.89028677559865	53.8540368077419	69.628327892417	59.0933031825088	48.3531750962214	27.8083232323588	0	59.846975372599	45.569385531836	39.778066580026	10.3676133452005	25.8351425651754	22.8248853772132	33.3303821227467	0.0553459119496855	0.543901210831102	0
Prevotella	0.00306093171636597	0.516981041738333	0.544125028573044	0.016974394572482	0.139400528162932	0	0.85482141849574	0.0425658706848849	19.3864049436569	32.1645358164767	18.4671985283826	26.6588542242466	0.0288771032743818	0.117865263308116	0.139400599729018	0.100116628039934	0.0429289122976305	0	0.0398501633856699	0.0718540667083884	0.0939718084574628	0.0323650780807509	0.050234139258668	0.433120095685109	2.53656549916776	5.51949685534591	21.883082698162	0
Alloprevotella	0.000163344383936003	0.0132729068979228	0.0160244703087774	0.0113460426879222	0.00835111449828577	0	0.0394966992044236	0.0170263482739539	0.0116321337695383	0.0165395875026877	0.0119968808109891	0.0486435094080969	0.0214817475577718	0.00905356280553911	0.0103437992387152	0.015310153682145	0.00473440171530677	0	0.0318801307085359	0.0254966043158797	0.0419874037788663	0	0.00516104170465767	0.00543665392073359	0.0132804476396218	0.276729559748428	2.58474673258715	0
