Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
CandidatusRuthia	74	91	0	0	4	0	0	0	0	0	0	0	0	5	8	0	19	0	0	0	0	0	0	0	0	0	0	0
CandidatusThioglobus	218	2422	0	0	18	0	0	0	0	0	0	0	0	14	9	0	8	0	0	0	0	0	0	0	0	0	0	0
Pseudohongiella	116	2750	0	0	26	0	0	0	0	0	0	0	0	46	37	0	14	0	0	0	0	0	0	0	0	0	0	0
Sedimenticola	46	6445	0	4	30	0	0	0	0	0	0	0	1	37	20	0	29	0	1	0	0	0	3	0	0	0	0	0
Gallaecimonas	45	1662	0	0	12	0	0	0	0	0	0	0	0	14	18	0	5	0	0	0	0	0	0	0	0	0	0	0
Thiolapillus	41	4187	0	0	33	0	0	0	0	0	0	0	0	21	32	0	131	0	0	0	0	0	0	0	0	0	0	0
CandidatusNardonella	35	136	2	37	9	0	0	3	1	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Methylomonas	416	36425	3	27	417	0	0	0	0	1	0	0	0	531	576	0	366	0	8	0	1	0	6	0	4	0	2	0
Methylomicrobium	173	19265	1	12	129	0	0	0	0	0	0	0	0	131	130	0	149	0	0	0	0	1	4	0	1	0	1	0
CandidatusMethylospira	113	3761	0	0	51	0	0	0	0	0	0	0	0	24	29	0	117	0	0	0	0	0	0	0	0	0	1	0
Methylovulum	106	4652	0	0	18	0	0	0	0	0	0	0	0	14	8	0	14	0	0	0	0	0	0	0	0	0	0	0
Methylocaldum	99	4091	0	2	22	0	0	0	0	0	0	0	0	16	37	0	51	0	0	0	0	0	0	0	0	0	10	0
Methylococcus	84	8905	0	0	26	0	0	0	0	0	0	0	0	14	21	0	48	0	0	0	0	0	0	0	0	0	0	0
Gilliamella	311	3241	0	0	7	0	0	0	0	0	0	0	0	8	14	0	8	0	0	0	0	0	0	0	0	0	0	0
Frischella	114	785	0	0	141	0	0	0	0	0	0	0	0	214	191	0	35	0	0	0	0	0	0	0	0	0	0	0
Solimonas	135	10237	0	1	8	0	0	0	0	0	0	0	0	11	15	0	33	0	0	0	0	0	1	0	0	0	0	0
Sinimarinibacterium	56	15862	0	0	49	0	0	0	0	0	0	0	0	32	34	0	25	0	0	0	0	0	0	0	0	0	0	0
Steroidobacter	90	7264	0	4	22	0	0	0	0	0	0	0	0	33	26	0	42	0	0	0	1	0	6	2	0	0	0	0
Sulfurifustis	96	3760	0	0	57	0	0	0	0	0	0	0	0	21	33	0	70	0	0	0	0	0	0	0	0	0	0	0
Acidiferrobacter	41	4707	0	0	6	0	0	0	0	0	0	0	0	2	4	0	16	0	0	0	0	0	0	0	0	0	0	0
Sulfuricaulis	16	7777	0	1	43	0	0	0	0	0	0	0	0	20	40	0	110	0	0	0	0	0	0	0	0	0	0	0
Dichelobacter	41	21606	0	2	5	0	0	0	0	0	1	0	0	6	19	0	12	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	31	440424	0	0	21	0	0	0	0	0	0	0	0	17	24	0	39	0	0	0	0	0	0	0	0	289	5	0
Immundisolibacter	36	14014	0	0	47	0	0	0	0	0	0	0	0	25	33	0	59	0	0	0	0	0	0	0	0	0	0	0
Salinisphaera	21	5418	0	0	18	0	0	0	0	0	0	0	0	49	34	0	14	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	6575	139210	5	11	1328	0	0	0	0	0	0	0	0	1987	1702	0	3831	0	0	0	0	0	0	0	0	27	2324	0
Arcobacter	4916	25681	0	25	150	0	0	0	0	0	0	0	2	87	139	0	688	0	0	0	0	0	0	0	0	0	0	0
Halarcobacter	276	1122	0	0	3	0	0	0	0	0	0	0	0	4	6	0	18	0	0	0	0	0	0	0	0	0	0	0
Aliiarcobacter	209	783	0	0	0	0	0	0	0	0	0	0	0	3	4	0	6	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum	754	7568	0	0	93	0	0	0	0	0	0	0	0	125	110	0	1261	0	0	0	0	0	0	0	0	0	0	0
Helicobacter	6342	20331	7	44	464	0	0	0	0	0	0	0	0	463	428	0	360	0	3	0	0	3	4	0	0	0	0	0
Sulfurimonas	1883	7590	0	9	83	0	0	0	0	0	0	0	1	36	31	0	32	0	0	0	0	0	0	0	0	0	0	0
Sulfuricurvum	39	300	0	0	3	0	0	0	0	0	0	0	0	27	7	0	3	0	0	0	0	0	0	0	0	0	0	0
Wolinella	15	1505	10	54	11	0	0	0	0	0	0	0	4	4	9	0	2	0	0	0	0	1	11	0	1	0	0	0
Nitratifractor	76	2956	0	0	35	0	0	0	0	0	0	0	0	20	26	0	53	0	0	0	0	0	0	0	0	0	0	0
Nautilia	338	1516	0	15	79	0	0	0	0	0	0	0	0	132	101	0	39	0	0	0	0	0	0	0	0	0	0	0
Cetia	145	683	0	0	16	0	0	0	0	0	0	0	0	10	5	0	2	0	0	0	0	0	0	0	0	0	0	0
Caminibacter	68	2395	0	1	3	0	0	0	0	1	0	0	0	5	6	0	7	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum	85	1681	0	0	18	0	0	0	0	0	0	0	0	17	10	0	21	0	0	0	0	0	0	0	0	0	0	0
Nitratiruptor	70	1246	0	0	15	0	0	0	0	0	0	0	0	18	11	0	22	0	0	0	0	0	0	0	0	0	0	0
Myxococcus	863	25958	0	4273	403	0	0	0	0	0	0	0	0	309	387	0	703	0	0	0	0	0	0	0	0	0	0	0
Corallococcus	267	11643	0	0	252	0	0	0	0	0	0	0	0	202	242	0	230	0	0	0	0	0	0	0	0	0	0	0
Archangium	324	3860	0	0	129	0	0	0	0	0	0	0	0	65	82	0	141	0	0	0	0	0	0	0	0	0	0	0
Cystobacter	275	5902	0	0	80	0	0	0	0	0	0	0	0	54	87	0	240	0	0	0	0	0	0	0	0	0	0	0
Melittangium	212	3153	0	0	79	0	0	0	0	0	0	0	0	52	66	0	118	0	0	0	0	0	0	0	0	0	0	0
Stigmatella	172	3057	0	0	268	0	0	0	0	0	0	0	0	337	273	0	259	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter	314	7935	0	0	210	0	0	0	0	0	0	0	0	178	187	0	309	0	0	0	172	0	0	0	0	0	0	0
Vulgatibacter	61	2908	0	0	76	0	0	0	0	0	0	0	0	103	105	0	76	0	0	0	0	0	0	0	0	0	0	0
Sorangium	924	16427	0	1	325	0	0	0	0	0	0	0	0	228	259	0	539	0	0	0	0	0	0	0	0	0	0	0
Chondromyces	404	3190	0	1	64	0	0	0	0	0	0	0	0	30	26	0	91	0	0	0	0	0	0	0	0	0	0	0
Pajaroellobacter	55	558	0	0	4	0	0	0	0	0	0	0	0	3	7	0	25	0	0	0	0	0	0	0	0	0	0	0
Minicystis	254	2891	0	0	85	0	0	0	0	0	0	0	0	39	45	0	136	0	0	0	0	0	0	0	0	0	0	0
Sandaracinus	177	3165	17	161	50	0	0	0	0	0	0	2	5	34	40	0	80	0	0	0	0	0	0	0	0	0	0	0
Labilithrix	164	2279	0	0	58	0	0	0	0	0	0	0	0	28	34	0	48	0	0	1	0	0	5	0	0	0	0	0
Haliangium	139	4173	9	26	118	0	0	0	0	0	1	0	4	54	100	0	135	0	0	0	0	0	0	0	0	0	0	0
Desulfosarcina	558	13391	0	12	456	0	0	0	0	0	0	0	0	384	435	0	472	0	0	0	0	0	0	0	0	0	0	0
Desulfobacula	266	1584	0	26	10	0	0	0	0	0	0	0	0	14	9	0	12	0	0	0	0	0	0	0	0	0	2	0
Desulfobacter	226	2178	0	0	62	0	0	0	0	0	0	0	0	59	89	0	90	0	0	0	0	0	0	0	0	0	0	0
Desulfatibacillum	195	1972	0	0	73	0	0	0	0	0	0	0	0	47	75	0	191	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterium	177	4690	17	54	12	0	3	0	0	0	0	0	4	18	29	0	32	0	0	2	2	0	0	0	0	0	0	0
Desulfococcus	130	7144	46	59	157	0	0	0	0	0	0	0	0	75	131	0	355	0	0	0	3	0	0	0	0	0	0	0
Desulfocapsa	114	1781	0	0	42	0	0	0	0	0	0	0	0	12	30	0	23	0	0	0	0	0	0	0	0	0	0	0
Desulfurivibrio	95	10860	0	0	89	0	0	0	0	0	0	0	0	84	114	0	74	0	0	0	0	0	0	0	0	0	0	0
Desulfotalea	89	2684	0	22	11	0	0	0	0	0	0	0	0	8	12	0	19	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbus	83	160231	0	0	131	0	0	0	0	0	0	0	0	112	170	0	283	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio	1238	77597	48	3339	5893	0	12	52	0	0	0	1	255	3982	6835	0	7559	0	59	46	19	41	52	0	0	1	17	0
Pseudodesulfovibrio	330	13838	0	0	512	0	0	0	0	0	0	0	0	395	498	0	882	0	0	0	0	0	0	0	0	0	0	0
Lawsonia	100	667	0	0	37	0	0	0	0	0	0	0	0	37	82	0	58	0	0	0	0	0	0	0	0	0	0	0
Desulfocurvibacter	45	2355	0	0	147	0	0	0	0	0	0	0	0	48	98	0	188	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium	106	2546033	27	381	173	0	0	0	0	0	0	0	4	181	169	0	268	0	0	2	0	1	0	0	0	0	0	0
Desulfohalobium	38	1299	27	19	27	0	0	0	0	0	1	0	4	23	34	0	23	0	0	0	1	0	3	0	0	0	0	0
Geobacter	1277	36211	124	333	1137	0	15	4	0	0	0	0	0	892	1036	0	1797	0	24	25	22	4	0	0	0	0	40	0
Geoalkalibacter	81	2278	0	114	59	0	0	0	1	0	1	1	100	42	63	0	80	0	0	0	0	0	0	0	0	0	0	0
Pelobacter	196	12901	0	7	257	0	0	0	0	0	0	0	0	181	207	0	425	0	0	0	0	19	0	0	0	0	0	0
Desulfuromonas	160	10771	0	0	166	0	0	0	0	0	0	0	0	81	150	0	198	0	0	0	0	0	0	0	0	0	0	0
Desulfoglaeba	121	1924	0	0	53	0	0	0	0	0	0	0	0	47	66	0	65	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	78	3418	0	0	60	0	0	0	0	0	0	0	0	28	37	0	101	0	0	0	0	0	0	0	0	0	0	0
Desulfomonile	68	1028	2	7	132	0	0	0	0	0	0	0	0	150	126	0	136	0	0	0	0	0	0	0	0	0	0	0
Desulfobacca	62	971	13	70	23	0	0	0	0	0	0	0	12	19	24	0	53	0	0	1	2	4	2	10	0	0	0	0
Syntrophus	57	1119	0	0	66	0	0	0	0	0	0	0	0	38	43	0	111	0	0	0	0	0	0	0	0	0	0	0
Bradymonas	112	7479	34	110	137	0	2	0	0	0	0	0	17	64	88	0	177	0	4	1	0	0	10	0	25	0	1	0
Desulfurella	115	1439	4	33	3	0	0	0	0	0	0	0	0	1	5	0	7	0	0	0	0	0	5	0	21	0	3	0
Hippea	100	755	37	67	1	0	0	0	0	0	3	2	22	1	0	0	3	0	4	0	0	0	2	0	0	0	0	0
Desulfarculus	40	7171	0	0	66	0	0	0	0	0	0	0	0	41	72	0	134	0	0	0	0	0	61	0	0	0	0	0
Silvanigrella	341	584	0	4	1	0	0	0	0	0	0	0	0	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0
Bdellovibrio	494	4970	0	7	94	0	0	0	0	0	0	0	0	61	81	0	204	0	0	0	0	0	1556	508	0	0	0	0
Halobacteriovorax	295	1182	0	10	54	0	0	0	1	0	0	0	0	16	23	0	37	0	0	1	0	0	0	0	0	0	2	0
Bacteriovorax	107	927	0	0	2	0	0	0	0	0	0	0	0	9	2	0	4	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	234	19727	0	4	111	0	0	0	0	0	0	0	0	93	102	0	253	0	0	0	0	0	0	0	0	0	0	0
Mariprofundus	81	1001	0	0	35	0	0	0	0	0	0	0	0	32	43	0	38	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophilus	33	4783	0	0	10	0	0	2	0	0	0	0	0	15	14	0	18	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	2710091	66302	149	1321	260431	0	6	15	31	21	45	91	71	254357	199370	186992	186812	0	12	12	12	91	1165	6	33	1	328	0
Macrococcus	468	1952	0	0	35	0	0	0	0	0	0	0	0	37	26	37	84	0	0	0	0	0	0	0	0	0	0	0
Auricoccus	118	1422	0	0	24	0	0	0	0	0	0	0	0	4	6	9	31	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	87	577	0	1	13	0	0	0	0	0	0	0	0	5	6	9	36	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus	68	497	0	0	213	0	0	0	0	0	0	0	0	182	234	151	73	0	0	0	0	0	0	0	0	0	0	0
Bacillus	29412	143336	1590	10751	4247	0	29	24	336	211	197	201	1416	4058	4938	5304	5737	0	9	32	49	80	339	33	293	31	2424	0
Virgibacillus	1731	9496	0	1	266	0	0	0	0	0	0	0	0	358	360	305	378	0	0	0	0	0	0	0	0	0	1	0
Lysinibacillus	1697	7114	0	4	240	0	0	0	0	0	0	0	0	297	256	245	186	0	0	0	0	0	0	0	0	3	131	0
Oceanobacillus	931	3838	0	0	67	0	0	0	0	0	0	0	0	48	57	60	148	0	0	0	0	0	0	0	0	0	0	0
Geobacillus	601	12102	1	8	215	0	0	0	0	0	27	47	1	172	239	369	714	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus	515	4814	80	817	31	0	29	26	0	1	0	0	48	49	40	38	71	0	11	28	39	30	154	10	12	4	3	0
Fictibacillus	456	2519	0	0	23	0	0	0	0	0	0	0	0	24	28	52	39	0	0	0	0	0	0	0	0	0	0	0
Halobacillus	350	1652	0	0	32	0	0	0	0	0	0	0	0	33	43	39	54	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus	330	735	0	0	7	0	0	0	0	0	0	0	0	4	15	19	29	0	1	0	0	0	0	0	0	0	0	0
Parageobacillus	301	1818	0	0	44	0	0	0	0	0	0	0	0	48	50	61	48	0	0	0	0	0	0	0	0	0	0	0
Gracilibacillus	238	898	0	0	50	0	0	0	0	0	0	0	0	23	28	61	61	0	0	0	0	0	0	0	0	0	0	0
Salicibibacter	198	881	0	0	37	0	0	0	0	0	0	0	0	22	39	55	197	0	0	0	0	0	0	0	0	0	0	0
Paraliobacillus	177	738	0	0	22	0	0	0	0	0	0	0	0	15	14	13	72	0	0	0	0	0	0	0	0	0	0	0
Pontibacillus	164	1645	0	0	31	0	0	0	0	0	0	0	0	29	15	30	26	0	0	0	0	0	0	0	0	0	0	0
Pradoshia	138	620	0	0	25	0	0	0	0	0	0	0	1	29	10	10	38	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus	129	345	0	0	37	0	0	0	0	0	0	0	0	10	8	21	23	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus	129	500	0	0	20	0	0	0	0	0	0	0	0	2	8	7	11	0	0	0	0	0	0	0	0	0	0	0
Terribacillus	107	963	0	0	21	0	0	0	1	0	4	0	0	15	16	23	61	0	0	0	0	0	0	0	0	0	0	0
Aeribacillus	88	325	0	0	34	0	0	0	0	0	0	0	0	19	24	33	31	0	0	0	0	0	0	0	0	0	0	0
Salimicrobium	67	462	0	1	30	0	0	0	0	0	0	0	0	12	22	40	42	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus	11419	365297	331	2435	10017	0	5	5	0	36	13	1	99	8091	8956	14595	18513	0	375	7	730	347	554	6	442	0	462	0
Cohnella	2471	5789	1	2	135	0	0	0	0	0	0	0	0	103	134	322	289	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus	1841	12342	1	2	404	0	0	0	0	0	0	0	0	224	275	467	497	0	0	0	0	0	0	0	0	0	0	0
Saccharibacillus	249	3452	0	0	90	0	0	0	0	0	0	0	0	85	83	171	144	0	0	0	0	0	0	0	0	0	0	0
Aneurinibacillus	152	1550	2	56	366	0	0	0	0	0	0	0	1	431	460	396	232	0	0	0	1	1	1	0	0	0	0	0
Thermobacillus	73	1666	0	0	121	0	0	0	0	0	0	0	0	127	133	287	146	0	0	0	0	0	0	0	0	0	0	0
Planococcus	919	8354	0	2	404	0	0	0	0	1	0	0	0	303	321	362	474	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina	792	6896	0	0	138	0	0	0	0	0	0	0	0	165	143	216	289	0	0	0	0	0	0	0	0	0	0	0
Solibacillus	443	2384	0	0	38	0	0	0	0	0	0	0	0	14	29	43	43	0	0	0	0	0	0	0	0	0	0	0
Kurthia	319	1978	0	0	173	0	0	0	0	0	0	0	0	231	178	91	57	0	0	0	0	0	0	0	0	0	0	0
Paenisporosarcina	306	1901	0	0	18	0	0	0	0	0	0	0	0	7	6	16	17	0	0	0	0	0	0	0	0	1	3	0
Jeotgalibacillus	207	890	0	0	35	0	0	0	0	0	0	0	0	28	18	32	63	0	0	0	0	0	0	0	0	0	0	0
Rummeliibacillus	200	745	0	0	9	0	0	0	0	0	0	0	0	14	17	19	21	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus	149	930	0	0	4	0	0	0	0	0	0	0	1	4	4	11	3	0	0	0	0	0	0	0	0	0	0	0
Listeria	2967	11787	0	6	146	0	0	0	0	0	0	0	0	255	326	303	433	0	0	0	0	0	0	0	0	0	7	0
Brochothrix	224	1792	0	0	4	0	0	0	0	0	0	0	0	9	12	6	8	0	0	0	0	0	0	0	0	0	0	0
Gemella	839	53570	1	4	44	0	0	0	0	0	0	0	0	112	69	104	113	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium	458	4656	1	7	225	0	0	0	0	0	0	0	0	242	307	262	455	0	0	0	0	0	0	1	0	0	0	0
Tumebacillus	131	1567	0	0	185	0	0	0	0	0	0	0	0	132	133	281	328	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus	86	2599	0	1	116	0	0	0	0	0	0	0	1	86	87	228	175	0	0	0	0	0	0	0	0	0	0	0
Kyrpidia	77	1432	87	674	37	0	0	0	26	0	0	0	3	35	50	70	71	0	0	0	0	0	1	1	0	0	0	0
Novibacillus	104	198	5	65	35	0	0	0	13	1	5	46	3	46	38	56	41	0	0	0	0	0	0	0	0	0	2	0
Laceyella	58	865	16	127	21	0	7	2	5	2	7	0	15	28	32	94	63	0	0	2	5	3	2	0	6	0	1	0
Thermoactinomyces	53	1262	0	0	31	0	0	0	0	0	0	0	0	20	25	63	47	0	0	0	0	0	0	0	0	0	0	0
Staphylospora	39	567	1	12	75	0	0	0	0	0	0	0	1	99	93	88	126	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillus	85	571	0	0	41	0	0	0	0	0	0	0	0	13	28	43	156	0	0	0	0	0	0	0	0	0	1	0
Lactobacillus	9838	67197	195	819	2324	0	33	28	48	54	47	33	77	2177	2544	2512	2852	0	27	52	51	8	723	198	238	12	2333	0
Pediococcus	601	3490	1	7	107	0	0	0	0	0	9	15	5	55	47	104	378	0	0	0	0	0	0	0	0	0	8	0
Streptococcus	7721	265136	1517	23009	3431	0	860	20	32	22	123	45	303	2390	2423	3594	9938	0	676	0	270	627	1045	144	76	7623	94979	0
Lactococcus	1748	7468	43	150	414	0	0	0	6	1	1	1	1	426	339	423	397	0	0	0	0	0	0	0	0	3	0	0
Enterococcus	5390	40267	47	173	1661	0	0	0	7	12	3	18	2	1655	1731	2011	2265	0	0	0	0	0	7	0	0	16	71	0
Vagococcus	494	2806	0	0	15	0	0	0	0	0	0	0	0	51	41	43	59	0	0	0	0	0	1	0	0	1	43	0
Tetragenococcus	408	2809	0	10	26	0	3	0	0	0	0	0	2	29	34	73	79	0	3	12	3	0	3	1	5	0	49	0
Melissococcus	333	773	0	0	1	0	0	0	0	0	0	0	0	4	4	5	18	0	0	0	0	0	0	0	0	0	0	0
Weissella	959	4202	5	31	429	0	0	0	2	9	1	1	24	464	453	364	178	0	0	0	0	0	29	3	11	2	63	0
Leuconostoc	893	7026	0	664	97	0	0	1	0	0	0	0	0	63	80	60	145	0	0	0	0	0	16	2	0	0	4	0
Oenococcus	297	1974	15	29	86	0	0	0	0	5	0	0	0	70	235	126	307	0	0	7	0	0	12	0	0	0	0	0
Carnobacterium	1229	4972	0	0	89	0	0	0	0	0	1	0	0	70	121	144	338	0	0	0	0	0	0	0	0	0	0	0
Jeotgalibaca	381	2683	0	0	16	0	0	0	0	0	0	0	0	22	20	19	160	0	0	0	0	0	0	0	0	0	0	0
Marinilactibacillus	212	1787	0	0	5	0	0	0	1	0	0	0	0	3	0	2	8	0	0	0	0	0	0	0	0	0	0	0
Dolosigranulum	73	1076	7	60	2	0	0	0	0	0	0	0	4	15	10	14	17	0	0	0	0	0	0	0	0	0	0	0
Aerococcus	398	4882	0	24	149	0	0	0	0	0	0	0	0	224	145	217	268	0	0	0	0	0	0	0	0	0	0	0
Suicoccus	54	2490	0	1	23	0	0	0	1	0	5	1	0	15	13	18	22	0	0	0	0	0	0	0	0	0	11	0
Clostridium	33161	143245	2271	17905	3952	0	24	19	342	3175	338	3039	1196	3816	3748	4726	5532	0	286	182	226	17	361	58	27	1	27	0
Alkaliphilus	540	6834	0	6	106	0	0	0	0	0	0	0	1	68	44	66	160	0	0	0	1	0	1	0	0	0	30	0
CandidatusArthromitus	508	2063	0	0	39	0	0	0	0	0	0	0	0	54	37	27	51	0	0	0	0	0	0	0	0	0	0	0
Caloranaerobacter	365	1596	0	1	78	0	0	0	0	0	0	0	0	12	15	47	101	0	0	0	0	0	0	0	0	0	0	0
Hathewaya	316	1647	8	8	43	0	0	0	0	0	0	0	0	36	27	50	156	0	0	0	0	0	0	0	0	0	0	0
Geosporobacter	314	2496	0	1	50	0	0	0	0	0	0	0	0	60	65	90	83	0	0	0	0	0	0	0	0	0	0	0
Caloramator	307	1955	1	0	109	0	0	0	0	0	0	0	0	48	37	52	213	0	0	0	0	0	0	0	0	0	0	0
Crassaminicella	295	1657	0	0	32	0	0	0	0	0	0	0	0	34	34	40	70	0	0	0	0	0	0	0	0	0	1	0
Hungatella	140	3757	657	3526	1162	0	80	60	0	3	1	1	409	1099	1786	2133	1377	0	59	83	152	67	351	78	168	0	0	0
Lachnoclostridium	1220	33552	9271	31514	46663	0	1071	746	1109	888	1100	672	2222	46817	65263	92512	91650	0	687	556	854	1387	12741	1970	3954	1	0	0
Blautia	733	19909	14694	41089	37035	0	2491	946	1742	1556	2302	1761	8021	35454	28573	41067	104317	0	2385	3668	5755	5246	17129	6314	10878	10	0	0
Butyrivibrio	547	7404	327	731	979	0	29	19	0	0	0	16	60	636	639	985	1093	0	23	33	45	55	417	40	146	0	0	0
Cellulosilyticum	457	2418	0	3718	1509	0	0	0	0	0	0	0	0	231	143	228	190	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes	383	5128	2185	12054	7207	0	132	64	147	132	168	258	1590	10859	9603	7671	7362	0	281	133	132	254	16046	2457	5298	0	0	0
Anaerocolumna	349	2073	38	253	263	0	0	0	2	0	0	0	23	205	168	309	395	0	0	0	0	0	4	0	1	0	0	0
Anaerobutyricum	244	1160	5444	22381	8412	0	800	235	0	0	0	0	1128	5870	5086	7718	15619	0	474	1238	1003	2027	23413	4315	9897	0	0	0
Roseburia	226	6990	1236	10210	15769	0	0	0	607	807	451	204	1438	19368	19493	31656	14106	0	0	0	0	0	267	0	0	0	0	0
Herbinix	155	2391	7	23	171	0	0	0	0	0	1	1	2	169	156	190	196	0	0	0	0	0	0	0	0	0	0	0
Lachnospira	135	3115	23600	117601	22850	0	1758	2477	431	281	329	129	9083	12067	6587	10638	1584	0	891	2210	2638	231	17959	3240	3984	2	0	0
Lachnoanaerobaculum	127	14880	229	1335	247	0	18	9	2	4	4	2	246	296	288	290	319	0	35	17	11	10	81	70	27	43	2	0
Anaerotignum	103	2330	7955	41888	323	0	112	46	308	260	327	342	4088	491	215	244	277	0	101	118	122	19	1470	117	128	0	12	0
Pseudobutyrivibrio	80	1443	2	99	190	0	0	0	3	4	2	1	12	278	269	329	241	0	0	0	7	1	3	1	2	0	0	0
Clostridioides	1286	28253	487	1172	16464	0	0	0	50	14	46	29	46	17604	17165	30033	31754	0	0	3	10	6	245	143	6	0	1990	0
Paeniclostridium	515	3142	0	0	35	0	0	0	0	0	0	2	0	62	53	21	64	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium	471	4780	29	280	43	0	4	0	8	6	75	4	43	24	21	45	63	0	0	0	0	2	3	7	0	0	0	0
Filifactor	285	143744	0	19	63	0	0	0	1	0	0	0	0	58	55	90	121	0	0	0	0	0	1	0	1	38	0	0
Acetoanaerobium	198	10713	2	517	22	0	1	1	0	0	0	0	4	8	20	20	33	0	2	2	6	20	6	0	0	0	0	0
Peptoclostridium	99	4412	0	1	116	0	0	0	0	0	0	0	0	68	50	128	124	0	0	0	0	0	0	0	0	0	0	0
Aminipila	2226	9124	0	0	630	0	0	0	180	95	152	65	23	375	371	542	1038	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium	140	9376	0	0	214	0	0	0	0	0	0	0	0	122	73	113	381	0	0	0	0	0	0	0	0	0	0	0
Thermaerobacter	159	4847	1	10	279	0	0	0	0	0	0	0	1	202	259	536	432	0	0	0	0	0	0	0	2	0	0	0
Carboxydocella	132	744	0	2	58	0	0	0	0	0	0	0	2	61	49	134	93	0	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus	627	5536	0	22	204	0	0	0	0	0	0	0	0	152	161	260	409	0	2	0	0	0	2	0	2	0	0	0
Desulfitobacterium	457	7123	6	0	229	0	0	0	0	0	0	0	0	185	202	415	519	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum	381	4000	166	1004	365	0	0	0	3	2	3	0	54	390	376	560	568	0	0	6	0	0	2	0	2	0	0	0
Dehalobacter	183	2034	101	570	174	0	32	18	0	0	0	0	69	116	87	204	458	0	25	42	62	22	54	10	26	0	0	0
Dehalobacterium	113	1422	45	338	187	0	0	0	5	5	8	0	4	128	128	191	353	0	0	0	6	0	0	0	0	0	0	0
Desulfofarcimen	101	704	6	47	54	0	0	0	0	0	0	0	1	22	20	39	49	0	0	0	0	0	28	0	1	0	0	0
Desulfallas	79	736	1	20	106	0	0	0	0	0	0	0	0	84	85	145	132	0	0	0	0	0	0	0	0	0	0	0
Thermincola	65	1595	0	0	50	0	0	0	0	0	0	0	0	23	43	61	73	0	0	0	0	0	0	0	0	0	0	0
Syntrophobotulus	60	1945	3	11	78	0	0	0	0	1	0	0	0	72	87	183	170	0	0	0	0	0	0	0	0	0	0	0
CandidatusDesulforudis	37	1107	2	1	84	0	0	0	0	0	1	0	0	39	44	103	121	0	0	0	0	0	0	0	0	0	0	0
Hungateiclostridium	783	7261	81	513	417	0	16	0	3	0	1	0	56	226	227	409	1212	0	59	18	17	6	0	0	0	0	0	0
Thermoclostridium	183	2920	2	13	125	0	0	0	2	0	0	0	1	72	83	164	227	0	0	0	0	0	1	0	0	0	0	0
Ruminiclostridium	181	987	0	0	98	0	0	0	0	0	0	0	0	67	52	76	152	0	0	0	0	0	0	0	0	0	0	0
Pseudoclostridium	115	1891	0	8164	161	0	0	0	0	0	0	0	4	137	111	225	364	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila	108	3145	860	4234	31	0	0	1	0	0	4	2	452	43	32	55	41	0	0	6	5	16	36	6	12	0	0	0
Mageeibacillus	23	2633	2	34	353	0	4	0	2	0	0	0	4	315	273	527	248	0	0	0	1	2	4005	0	0	0	19	0
Ruminococcus	529	6150	13375	72341	62445	0	1061	1886	341	351	347	345	10365	97544	30611	16240	24213	0	3124	1920	2241	2289	26955	5907	405	0	17	0
