Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS.DOWNSAMPLE_1M
Desulfomicrobium	0.00114536166703573	2.62709245172032	0	0.000428590409003827	0	0	0	0	0	0	0	0	0	0	0.00138856103420026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	24.3076288722769	0.151211519991492	0.0322248800862635	0.00814321777107272	0.0142244375837689	1.29132738979026	0.0390998349118081	0.00505778519586273	0.0109785552221328	0.00244609419908761	0.0112318535366299	0.0245829099609951	0.0148266211983617	0.0055784029032488	1.45509625042235	0.801497725597413	0.634675528547576	1.76525494475156	0.0152730049637266	0	0.00607767265655072	0.00517428724193242	0.00720184367198003	0.0710080089719991	0.0159365089483498	0.00580532265153965	0.00994282873477504	0.0229651258160821	1.03092783505155
Paenibacillus	0.222581950627276	0.69058799679631	0.0111547661837066	0.0225009964727009	0.253936262498973	0.179975473798559	0.0325831957598401	0.00505778519586273	0.10612603381395	0.00244609419908761	0.0126358352287086	0.00163886066406634	0	0.0176649425269545	0.137814682644376	0.130215316763725	0.424646791325111	0.305328959909552	0.00763650248186331	0.37363514346864	0.0303883632827536	0.343227720381517	0.333685423468408	0.0195043458120512	0	0.068834540011113	0.00994282873477504	0.0702623492230132	0
Priestia	0.0351244244557623	0.0475236205687547	0.00619709232428145	0	0	0.00874974255565173	0.00217221305065601	0	0	0	0	0	0	0	0.00671137833196791	0.00648582037520471	0.00836875431092082	0.0129822324181133	0.00763650248186331	0	0	0	0	0	0	0	0	0.0284330129151493	1.03092783505155
Planococcus	0.0164168505608454	0.0368889642177047	0.00247883692971258	0	0	0.00780746258812	0	0	0	0	0.00140398169207874	0	0	0	0.00566995755631772	0.00636109306029693	0.0101234931180494	0.0133108965299643	0	0	0	0	0	0.000609510806626602	0	0	0.00994282873477504	0	1.03092783505155
Gemella	0.0118354038927025	0.0641402711172703	2.65235551479246	0.000214295204501914	0.000200344191320689	0.00107689139146483	1.19363107133548	0	0	0	0	0	0	0	0.00127284761468357	0.00162145509380118	0.00175473880712856	0.00345097317443519	2.93241695303551	0	0	0	0	0	0	0	0	3.78623842174907	2.06185567010309
Enterococcus	0.564663301848614	0.113657889751847	0.0433796462699701	0.0261440149492335	0.0544936200392274	0.0600366950741642	0.0358415153358241	0.0075866777937941	0.0109785552221328	0.0672675904749092	0.0716030662960155	0.0426103772657249	0.0222399317975425	0.0405983766847552	0.0201341349959037	0.0349236481741792	0.0491326865995996	0.0642538338668647	0.0190912562046583	0.00362752566474408	0.0506472721379227	0.0206971489677297	0.0192049164586134	0.015237770165665	0.0111555562638448	0.0190746315693446	0.228685060899826	0.25070262349223	0
Streptococcus	0.0939196566969297	0.461278219226794	51.4767671008763	0.109290554295976	0.153463650551648	0.0483255011919842	43.1998870449214	1.04949042814152	0.0365951840737759	0.0232378948913323	0.0126358352287086	0.0639155658985873	0.00370665529959041	0.0207640552509816	0.0278869341035219	0.0290614643735134	0.0427886309122887	0.0800297112357113	51.6723940435281	1.0574237312729	0.0344401450537874	0.670932579037238	0.453716151334742	0.263003913059379	0.231079379751072	0.0671758763963874	37.2458364404673	25.4040768566211	12.3711340206186
Granulicatella	0.00305429777876194	0.0189429816253078	2.0896595317477	0.139077587721742	0.0486836384909274	0.00121150281539793	0.637544530367538	0	0	0	0	0	0	0.0728291490146371	0.00127284761468357	0.00112254583417005	0.0016197588988879	0.00180765261518034	2.46277205040092	0	0	0	0	0.28525105750125	0	0	0.437484464330102	0.00191376048467351	0
Abiotrophia	0.000763574444690485	0.00199399806582188	0.219377068279563	0	0	0.000134611423933103	0.00760274567729603	0	0	0	0	0	0	0	0.000115713419516688	0.000124727314907783	0.000539919632962634	0.000657328223701941	1.55021000381825	0	0	0	0	0	0	0	0	0	0
Clostridium	0.314210883990135	0.439011907491783	0.0520555755239642	1.31941557411828	2.13436684223496	0.201513301627856	0.0217221305065601	1.39594871405811	2.24694430212984	0.528356347002923	2.12422430011513	0.734209577501721	5.50808977519136	1.11599049192216	0.135037560575975	0.162270236695025	0.204899500709319	0.252085373789694	0.0420007636502482	1.74121231907716	1.62881627195559	1.62127666913883	1.38515459957749	0.705813514073604	0.521123842611038	0.461108484893721	0.0397713149391002	0.0311669564646829	2.06185567010309
Blautia	0.0118354038927025	0.100696902324005	0.00495767385942516	6.33349476905406	2.989335678696	1.05064216379787	0.0217221305065601	6.76984548466227	2.23230622850033	5.28723261132786	4.59804004155786	6.84060441181291	6.62008636506848	1.77362221196072	0.583195634364108	0.579857287006282	0.764931139999811	3.0061262990449	0.00763650248186331	2.81314615300903	4.89455237940884	5.68309215405578	15.5439792586902	16.6070361927517	16.1229661030455	13.6698761807612	0.00497141436738752	0.00656146451888061	0
Anaerostipes	0.00954468055863106	0.0182783156033672	0.00247883692971258	0.577739871337159	0.45958957488966	0.0860166998932531	0.00325831957598401	0.447613989833852	0.208592549220523	0.309430916184582	0.741302333417572	0.467075289258907	0.381785495857813	0.646165002959653	0.0870164914765495	0.093046576921206	0.0685697933862545	0.0976132412197383	0.00381825124093165	0.518736170058403	0.342375559652357	0.329429621069698	0.300076819665834	2.20216254434191	1.7131747119476	2.64473913367999	0	0.000273394354953359	0
Lachnoclostridium	0.00839931889159534	0.0588229429417453	0.00371825539456887	0.167364554715995	0.145650227090141	0.30664482371961	0.0141193848292641	0.371747211895911	0.128083144258216	2.15500898939618	1.94030269845281	1.27011701465141	1.65872824656671	0.141629451488039	0.170677293787115	0.26329936177033	0.358911576011911	0.800132780301188	0	0.614865600174121	0.382893377362695	0.393245830386864	0.237660841175341	0.205100386429851	0.328292084336005	0.366564658854361	0	0	0
Mediterraneibacter	0.00572680833517864	0.0269189738885953	0.00371825539456887	2.14723794910917	0.991403230750429	0.156553086034199	0.00434442610131202	2.9512176617859	1.66142135694943	5.86451084231254	6.70541656136804	7.25687502048576	5.81944882035695	1.5548248536444	0.147997463561844	0.155534961690005	0.201255043186822	0.258658656026714	0	1.92621612797911	3.17457101760499	4.07043929698684	1.69003264835798	2.1881437957895	2.90841288307383	3.32727921113958	0.0944568729803629	0.00437430967925374	0
Roseburia	0.0053450211128334	0.0295776379763578	0.00247883692971258	1.72807652910343	4.30499598309896	0.501965999846543	0.00217221305065601	1.031788179956	5.59906316328771	0.0110074238958942	0.0168477803049448	0.0294994919531941	0.0111199658987712	6.78922624452619	0.389954223771239	0.488182710549062	0.663831188727558	0.201142436452794	0	5.91468059636522	7.87058609023318	9.82424671001569	0.0600153639331669	5.33931466604903	7.08855918022598	2.11728410419725	0	0	0
Anaerobutyricum	0.00496323389048815	0.00897299129619844	0.00123941846485629	0.860823836484187	0.633488332956018	0.162341377263323	0.00217221305065601	0.877525731482184	0.347654248700871	0.00366914129863141	0	0	0	0.274581387348802	0.0498724838116926	0.0543811092997933	0.087332000631706	0.216260985597939	0	0.370007617803896	1.2945442758453	0.893426930440332	1.12348761282888	2.06502261285093	2.11158743565635	4.07865382861029	0	0.00136697177476679	0
Enterocloster	0.00343608500110718	0.0418739593822594	0.00123941846485629	0.298727515075668	0.110289477322039	0.428468162379068	0.00217221305065601	0.376804997091774	0.0475737392959087	0.0464757897826645	0.0589672310673069	0.101609361172113	0.0426265359452898	0.120555484964655	0.30536771410454	0.439040148475396	0.719037971197987	0.397354911227823	0	0.114267058439438	0.153967707299285	0.251815312440711	0.0624159784904936	0.117026074872307	0.127492071586798	0.130205093755961	0	0.0128495346828079	0
Coprococcus	0.00305429777876194	0.0249249758227735	0	0.962614058622596	0.554152033193026	0.130034635519378	0.00217221305065601	1.48951774018157	0.486715948181219	0.719151694531756	0.529301097913683	0.907928807892753	0.724651111069926	0.543274460521953	0.101133528657585	0.1057687630418	0.399405548484108	0.0866029934727307	0	1.16443573838285	0.579404793257835	0.64851066765553	0.302477434223161	2.06349883583436	1.32273024271303	0.411348576451953	0	0	0
Lachnospira	0.00152714888938097	0.00564966118649532	0	0.862752493324704	2.40012341202185	0.272991967736334	0.001086106525328	1.97253622638647	4.65856693259167	0.306984821985495	0.317299862409794	0.308105804844472	0.17791945438034	1.54676716056193	0.105762065438253	0.0723418426465141	0.110008625216137	0.0151185491451446	0	0.799869409076069	2.68835720508093	2.72684937649839	0.168043019012867	1.90594029232138	0.957784187795821	1.93483110657743	0	0.000820183064860077	0
Dorea	0.00114536166703573	0.0179459825923969	0.00371825539456887	0.235724724952105	0.0780340625194083	0.0975932823515	0	0.341400500720734	0.0878284417770621	0.0330222716876827	0.0519473226069132	0.0639155658985873	0.044479863595085	0.227164962671187	0.0723208871979301	0.0777051171875487	0.113653082738634	0.089396638423464	0	0.351869989480176	0.190433743238589	0.219044826575139	0.0624159784904936	0.670766642692575	1.05340324148592	0.427105880791846	0.00994282873477504	0.0642476734140393	0
Faecalicatena	0.00114536166703573	0.00830832527425782	0	0.0177865019736588	0.0226388936192379	0.0531715124535759	0.00217221305065601	0.0834534557317351	0.0658713313327966	0.152880887442975	0.131974279055401	0.11635910714871	0.157532850232593	0.0083676043548732	0.0365654405672735	0.0421578324388306	0.071134411642827	0.0824946920745936	0	0.0489715964740451	0.0587508356799903	0.0431190603494369	0.0096024582293067	0.0554654834030207	0.0892444501107587	0.786206553379942	0	0	0
Marvinbryantia	0.00114536166703573	0.00697899323037657	0	0.0741461407576621	0.0778337183280877	0.0895165969155138	0.001086106525328	0.0202311407834509	0.0219571104442655	0.216479336619253	0.407154690702833	0.660460847618735	0.578238226736105	0.0669408348389856	0.111894876672637	0.0880574843248947	0.137814486313712	0.0872603216964327	0	0.0217651539884645	0.0263365815117198	0.0379447731075044	0.0264067601305934	0.0432752672704887	0.0350603196863695	0.0315146086797867	0	0	0
Anaerotignum	0.00114536166703573	0.00299099709873281	0	1.0074017563635	1.28240316864373	0.00632673692485586	0.001086106525328	0.00505778519586273	0	0.461088756528014	0.397326818858282	0.529351994493428	0.344718942861909	0.822504516956795	0.00520710387825097	0.0036170921323257	0.00431935706370107	0.00427263345406262	0	0.00362752566474408	0.0101294544275845	0.00344952482795495	0.00720184367198003	0.0149330147623517	0.0127492071586798	0.00414665903681404	0	0	0
Simiaoa	0.000381787222345243	0.01063465635105	0	0.717674639876909	0.551747902897177	0.154937748947002	0.00434442610131202	0.343929393318666	0.30374002781234	0.0415836013844893	0.0365035239940471	0.121275689140909	0.0166799488481569	1.27063621685112	0.404071260952275	0.150670596408602	0.373489406101902	0.0387823651984145	0	0.181376283237204	0.350479123194425	0.524327773849152	0.415306318417515	0.580559043311838	0.227892077961402	0.340855372826114	0.0149142431021626	0	0
Novisyntrophococcus	0.000381787222345243	0.00498499516455469	0.00123941846485629	0.00557167531704976	0.00130223724358448	0.0111727481864476	0	0	0.00731903681475518	0.116189474456661	0.0645831578356218	0.167163787734767	0.0463331912448802	0.0027892014516244	0.00948850040036843	0.00997818519262263	0.0148477899064724	0.0088739310199762	0	0.00362752566474408	0.00810356354206762	0.00517428724193242	0.00480122911465335	0.451952263113625	0.629492103459816	0	0	0	0
Lachnoanaerobaculum	0.000381787222345243	0.0332333010970313	0.0285066246916947	0.0960042516168573	0.0711221879188446	0.00551906838125724	0.00651663915196803	0.634752042080773	0.296420990997585	0.00489218839817521	0.00701990846039368	0.0114720246484644	0.0111199658987712	0.0901841802691889	0.00462853678066753	0.00623636574538914	0.0064790355955516	0.00262931289480776	0	0.223092828381761	0.19651141589514	0.122458131392401	0.0288073746879201	0.102093060109956	0.866946086790228	0.111130462186616	0.422570221227939	0.193289808952025	0
Clostridioides	0.0324519138993456	0.0667989352050329	0.0148730215782755	0.0156435499286397	0.0413710755077223	0.100958567949828	0.00217221305065601	0.05563563715449	0.0292761472590207	0.00244609419908761	0.0126358352287086	0.0540824019141893	0.00185332764979521	0.0238631679750088	0.0566995755631772	0.0669785681054794	0.152392316403703	0.156772781352913	0.00381825124093165	0.0435303079769289	0.0506472721379227	0.589868745580296	0.0192049164586134	0.101178793900016	0.0876507992159238	0.0721518672405643	0	0.0554990540555319	0
Peptacetobacter	0.00458144666814291	0.0103023233400797	0	0.000428590409003827	0.000100172095660344	0.00242300563079586	0	0	0.00365951840737759	2.25529885155877	1.53595597113414	3.29410993477335	0.507811776043887	0	0.00104142077565019	0.000374181944723349	0.00080987944944395	0.000821660279627426	0	0	0	0	0.00240061455732668	0.000609510806626602	0.00159365089483498	0	0.188913745960726	0.544601555067091	0
