Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS.DOWNSAMPLE_1M
Terrisporobacter	0.00499074217326859	0.0071779644048523	0	0.000662806188842321	0.000312949212515465	0.00153940175768893	0.00110054587075189	0.00355593485527345	0	0.00248651067956337	0.00146591025697407	0.00501420691960555	0	0.00126862097728217	0.000392535030480345	0.000995273870932884	0.00078007014390734	0.00163540618038167	0	0	0	0	0	0.0083984798751426	0.0140516045175909	0	0	0	1.13636363636364
Acetivibrio	0.00998148434653717	0.0113336280076615	0.00249996875039062	0.0119305113991618	0.0800106819997872	0.00892853019459578	0	0.0106678045658204	0.291796220999761	0.288435238829351	0.206693346233344	0.676917934146749	0	0.0120518992841806	0.00444873034544391	0.00497636935466442	0.00748867338151047	0.0112661314648515	0.00383656244005371	0.0106072659771944	0.0102936256723024	0.0107968041459728	0.0195443377261559	0.0167969597502852	0.012295153952892	0.000925154963456379	0	0	0
Faecalibacterium	0.0059888906079223	0.0374009724252831	0.00124998437519531	3.85576453589206	2.19137470243746	2.09943611713616	0.00770382109526325	7.12253751511272	0.994977278163119	0.165352960190964	0.319568436020347	1.05298345311717	0.147801683816651	8.55367693932503	5.83738843827321	5.77656954689446	5.85068209333383	0.933090081806651	0	9.55449482895784	8.74958182145706	6.3096523429065	0.854366763457673	11.1563307041426	8.72428995485922	3.32315662873531	0.00537634408602151	0.000926326190329155	0
Ruminococcus	0.00499074217326859	0.0256895568173661	0	7.63508542467097	8.77958152431302	1.05233504155615	0.00770382109526325	7.39278856411351	29.57665630232	0.0733520650471194	0.0923523461893663	0.108641149924787	0.0598690364826941	5.6831048229798	0.819874833663281	0.358582957498962	0.246502165474719	0.396131719248004	0	10.8750994431185	8.95030752206696	10.3066292377456	15.3032164395801	14.7337331942918	19.6353608627685	0.838190396891479	0.010752688172043	0.00432285555486939	0
Flavonifractor	0.00299444530396115	0.01473371640996	0.00124998437519531	0.796251168195908	0.548078387518751	0.632386242058611	0.00550272935375946	0.977882085200199	0.564458263573308	0.121839023298605	0.303443423193632	0.122012368377068	0.0336763330215154	0.542969778276769	0.425377128030534	0.784133628313551	0.890216048227057	1.08463772118869	0	0.413683373110581	0.530121722123575	0.405959835888577	0.890663390663391	0.434271396877165	0.393444926492544	0.348783421223055	0	0	0
Monoglobus	0.00249537108663429	0.00188893800127692	0	0.958196813669715	0.780703968821913	0.374074627118409	0	1.87042173387384	1.62640516622818	0.00621627669890842	0.00732955128487034	0.00334280461307037	0.00561272217025257	0.437674237162349	0.0766751759538274	0.0469200539154074	0.118258633816353	0.424660471505773	0	0.853884911164147	1.72932911294681	1.74044482833081	1.07493857493857	0.10883030171539	0.158080550822897	0.712369321861412	0	0.00154387698388192	0
Anaerotruncus	0.00149722265198058	0.00642238920434153	0	0.283018242635671	0.364690148984688	0.163176586315026	0.00110054587075189	1.05966858687149	1.22937096388424	0.218812939801576	0.189102423149655	0.265752966739094	0.125350795135641	0.234694880797201	0.0571792694399703	0.0597164322559731	0.104841427341147	0.27492995010194	0	0.450808804030761	0.532695128541651	0.675879939537897	1.51608219790038	0.124927388142746	0.131733792352414	0.388565084651679	0	0	0
Vescimonas	0.00149722265198058	0.0071779644048523	0	0.619944721963851	1.00540150340802	0.620840728875944	0	0.366261290093165	1.14326716096628	0.0397841708730139	0.0307841153964554	0.0167140230653518	0.0112254443405051	0.498885199316213	0.377095319281452	0.630434906245201	2.37500156014029	1.54018919832389	0	0.294351630867144	0.362850304948661	0.643489527099978	2.18058968058968	0.542051888608162	0.674477016844361	2.75881210102692	0.00537634408602151	0	0
Dysosmobacter	0.000998148434653717	0.00944469000638461	0	0.988464962960181	0.477456181894428	0.839897598995079	0	0.501386814593557	0.291796220999761	0.238705025238083	0.384068487327206	0.292495403643657	0.177736202057998	0.978423928728874	0.799332167068143	1.37148739414551	1.92084472235743	0.840053641322717	0	0.238663484486873	0.277927893152166	0.295832433599654	0.259660486933214	0.418174310449809	0.163349902516994	0.304375982977149	0	0	0
Oscillibacter	0.000998148434653717	0.00944469000638461	0	0.581943833803558	0.500301474408057	0.170565714751933	0	0.736078515041604	0.707964601769911	0.00248651067956337	0.00732955128487034	0.00835701153267591	0.0205799812909261	0.879471492500864	0.0778527810452685	0.0959728375542424	0.246346151445938	0.246946333237632	0	0.318217979315831	0.563576005558558	0.766573094364068	0.368550368550369	0.144173904523281	0.193209562116874	0.641132389675271	0	0.00710183412585685	0
Acutalibacter	0.000499074217326859	0.00566681400383077	0.00124998437519531	0.564269002101096	0.301370091652393	0.0380232234149165	0	0.234691700448048	0.215259507294906	0.123082278638387	0.162716038524122	0.197225472171152	0.108512628624883	0.2223258262687	0.0180566114020959	0.0207585693080287	0.0450880543178443	0.0759555314888374	0	0.106072659771944	0.180138449265292	0.198661196285899	0.555617601072147	0.0710371422772478	0.073770923717352	0.0740123970765103	0	0	0
Solibaculum	0.000499074217326859	0.00415566360280923	0	0.586141606332892	0.988502245932182	0.0509541981795035	0	0.871204039541996	1.35374312365463	0.287191983489569	0.841432487503115	0.426207588166472	0.130963517305893	0.916578656086368	0.0217202716865791	0.0366829512429549	0.0410316895695261	0.110480773074673	0	0.243967117475471	0.334542834349829	0.41675664003455	2.47375474648202	0.459466836502593	0.382906223104351	1.283189934314	0	0.000308775396776385	0
Mogibacterium	0.000499074217326859	0.0158670792107261	0.0237497031287109	0.0201051210615504	0.0264963666596427	0.00307880351537785	0.0748371192111287	0.0213356091316407	0.00478354460655346	0.0484869582514857	0.0131931923127666	0.0501420691960555	0.0336763330215154	0.0161749174603477	0.000915915071120805	0.000710909907809203	0.00234021043172202	0.00545135393460556	0.0115096873201611	0	0	0.00215936082919456	0	0.00944828985953542	0.0263467584704828	0.203534091960403	0.0268817204301075	0.125054035694436	1.13636363636364
Fenollaria	0.00249537108663429	0.00868911480587384	0.00124998437519531	0.347531378349657	0.00250359370012372	0.00184728210922671	0.00110054587075189	0.277362918711329	0	0	0	0.00167140230653518	0	0.00190293146592325	0.00078507006096069	0.000710909907809203	0.00358832266197376	0.00199882977602204	0	0.00530363298859719	0	0	0	0.172868710763352	0.748247940561713	1.24248311592192	0	0.000308775396776385	0
Intestinimonas	0.00199629686930743	0.0071779644048523	0	0.340903316461234	0.228244292327946	0.219364750470672	0	0.725410710475784	0.349198756278402	0.273516174751971	0.274125218054151	0.523148921945512	0.108512628624883	0.126227787239576	0.11344262380882	0.194362768795036	0.396899689220055	0.395950007450184	0	0.50914876690533	0.512107877197046	0.313107320233211	0.404846995756087	1.268520397808	1.29977341787715	0.678138588213526	0	0.00061755079355277	0
Heliorestis	0.00149722265198058	0.00226672560153231	0	0.0033140309442116	0.00824099592957391	0.000615760703075571	0	0	0.00956708921310691	0.00372976601934505	0.00586364102789627	0.0133712184522815	0.00374181478016838	0.00856319159665465	0.00026169002032023	0.000284363963123681	0.000156014028781468	0.00199882977602204	0	0.00265181649429859	0.00257340641807561	0	0.0195443377261559	1.05120973103868	0.0333725607292783	0.00277546489036914	0	0.000308775396776385	0
Halobacteroides	0.00199629686930743	0.00188893800127692	0	0.00574432030330011	0.00177337887092097	0.000153940175768893	0	0	0	0.688763458239053	0.422182154008532	0.558248370382751	0.323666978484565	0.0114175887955395	0.000130845010160115	0.000284363963123681	0.000156014028781468	0.000363423595640371	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus	0.00798518747722974	0.0151115040102154	0.00124998437519531	0.0435242730673124	0.000104316404171822	0.00169334193345782	0	0.039115283408008	0	0.00248651067956337	0	0.00835701153267591	0	0.000951465732961627	0.00183183014224161	0.00255927566811313	0.00234021043172202	0.00199882977602204	0	0	0	0.00431872165838912	0.0027920482465937	0.0069987332292855	0.049180615811568	0.967712091775372	0	0.00463163095164577	0
Finegoldia	0.00449166795594173	0.01473371640996	0.00249996875039062	0.0693737144321629	0	0.00107758123038225	0.00330163761225568	0.131569589645118	0	0.00124325533978168	0.00146591025697407	0	0	0	0.00117760509144104	0.00127963783405657	0.00171615431659615	0.00308910056294315	0	0	0	0.00431872165838912	0	0.031844236193249	0.133490242917113	3.04468498473494	0	0	0
Peptoniphilus	0.00399259373861487	0.0162448668109815	0.00124998437519531	0.0885950939085902	0.00198201167926461	0.00292486333960896	0.00110054587075189	0.11378991536875	0.0191341784262138	0.00124325533978168	0.00293182051394814	0.00668560922614073	0.00187090739008419	0.00126862097728217	0.00287859022352253	0.00170618377874209	0.00421237877709964	0.00563306573242574	0	0	0.00257340641807561	0.00215936082919456	0.0390886754523118	0.0367433494537489	0.21428696889326	2.24350078638172	0	0.00154387698388192	0
Parvimonas	0.00249537108663429	0.0181338048122585	0.209997375032812	0.000220935396280774	0.00062589842503093	0.000153940175768893	0.00770382109526325	0	0	0	0	0.00167140230653518	0	0.000317155244320542	0.00078507006096069	0.000426545944685522	0.000312028057562936	0.0012719825847413	0.00767312488010742	0	0	0	0	0.00069987332292855	0	0.000925154963456379	0.10752688172043	0.00339652936454023	1.13636363636364
Murdochiella	0.000499074217326859	0.00566681400383077	0	0.0523616889185433	0.000104316404171822	0.00307880351537785	0	0.433824052343361	0.0143506338196604	0	0	0	0	0	0.00274774521336242	0.00184836576030393	0.00374433669075523	0.00563306573242574	0	0.00265181649429859	0.00772021925422682	0	0	0.0300945528859276	0.100117682187835	0.708668702007586	0	0.00061755079355277	0
Keratinibaculum	0.00349351952128801	0.00302230080204308	0.0212497343783203	0.00176748317024619	0.000104316404171822	0.00107758123038225	0	0	0	0	0	0	0	0.000317155244320542	0.00026169002032023	0.000284363963123681	0.00078007014390734	0.00163540618038167	0.0115096873201611	0	0	0	0	0	0	0.0101767045980202	0	0.000926326190329155	11.3636363636364
Erysipelothrix	0.00748611325990288	0.0249339816168554	0.00124998437519531	0.00132561237768464	0.00396402335852922	0.00261698298807118	0.00330163761225568	0.0142237394210938	0.0574025352786415	0.00124325533978168	0	0.00167140230653518	0.00561272217025257	0.0022200867102438	0.00196267515240173	0.00156400179718025	0.00124811223025174	0.00345252415858352	0	0.233359851498276	0.00257340641807561	0	2.80880053607326	0.00069987332292855	0	0.00185030992691276	0	0.00771938491940962	0
Faecalibacillus	0.00449166795594173	0.00528902640357538	0.00249996875039062	0.165259676418019	0.0618596276738902	0.0041563847457601	0.00330163761225568	0.458715596330275	0.129155704376943	0	0.00146591025697407	0	0	0.130667960660064	0.0052338004064046	0.00611382520715915	0.0039003507195367	0.00399765955204408	0	0.625828692654468	0.0797755989603438	0.0410278557546966	0.0251284342193433	0.326140968484704	0.259954683575431	0.369136830419095	0	0	0
Longicatena	0.00199629686930743	0.00604460160408615	0	0.0349077926123622	0.0899207403961103	0.0254001290018673	0	0.00355593485527345	0.0334848122458742	0.00621627669890842	0.0043977307709222	0.0167140230653518	0.00187090739008419	0.0466218209151197	0.0197575965341774	0.0295738521648629	0.0213739219430611	0.364332154629471	0	0.0795544948289578	0.0823490053784194	0.0669401857050313	0.572369890551709	0.0867842920431402	0.115925737270125	0.262744009621612	0	0	0
Catenibacterium	0.000499074217326859	0.00188893800127692	0.00249996875039062	0.0711411976024091	0.0688488267534023	0.00508002580037346	0.00220109174150379	0	0	2.36964467762389	1.19031912866294	2.82466989804446	6.98971000935454	0.0402787160287089	0.00366366028448322	0.00270145764967497	0.00795671546785487	0.00308910056294315	0	0	0	0	0	0.00524904992196412	0.00351290112939771	0.00185030992691276	0	0	0
Megamonas	0.00648796482524916	0.0117114156079169	0.00124998437519531	0	0.000208632808343643	0.00153940175768893	0.00110054587075189	0	0.00956708921310691	16.469403486088	9.16487092660187	8.35199732575631	8.76333021515435	0	0.00104676008128092	0.0211851152527143	0.0039003507195367	0.00327081236076334	0	0	0	0.00431872165838912	0.0055840964931874	0.00069987332292855	0	0.00370061985382552	0	0.0126597912678318	0
Veillonella	0.0059888906079223	0.0158670792107261	3.22245971925351	0.000441870792561547	0.00125179685006186	0.00369456421845342	7.6752069026237	0.00355593485527345	0	0	0	0	0	0.00697741537505193	0.00366366028448322	0.00298582161279865	0.00249622446050349	0.00581477753024593	11.6094379436025	0	0	0.00215936082919456	0	0.0237956929795707	0.00878225282349428	0.00185030992691276	21.0645161290323	13.4514913851664	4.54545454545455
Dialister	0.00149722265198058	0.00831132720561846	0.00124998437519531	0.27418082678444	0.040370448414495	0.00307880351537785	0.00220109174150379	0.686295427067776	0.172207605835924	0.155406917472711	0.08648870516147	0.132040782216279	0.110383536014967	0.581979873328195	0.0138695710769722	0.0113745585249473	0.00639657518004019	0.0116295550604919	0	0.69742773800053	0.365423711366736	0.334700928525157	0.298749162385526	0.179867443992637	0.778107600161593	0.307151447867518	0.00537634408602151	0.00494040634842216	0
Mycolicibacter	1.22672442618942	0.0234228312158338	0	0	0	0.0655785148775483	0.00660327522451136	0	0	0	0	0	0	0	0.0124302759652109	0.0452138701366653	0.0478963068359107	0.06868705957603	0.00383656244005371	0	0	0	0	0.000349936661464275	0	0	0	0	0
Mycolicibacterium	0.901827110709634	0.219872383348634	0.0137498281271484	0.000220935396280774	0	0.0778937289390597	0.0121060045782708	0	0	0	0	0	0	0	0.0226361867576999	0.0528916971410047	0.0842475755419927	0.0950352702599569	0.00767312488010742	0	0	0	0	0	0	0	0	0	0
Mycobacterium	0.631827959135803	0.273140434984643	0.016249796877539	0	0.000208632808343643	0.061730010483326	0.0187092798027822	0	0	0	0	0	0	0.000634310488641085	0.0187108364528965	0.0372516791692022	0.0645898079155278	0.0734115663193548	0.00383656244005371	0	0.00257340641807561	0	0	0.0129476564741782	0.0913354293643405	0.0629105375150338	0.00537634408602151	0.0138948928549373	17.0454545454545
Corynebacterium	0.0299444530396115	1.19229766640599	0.167497906276172	0.0859438691532209	0.000938847637546395	0.048799035718739	0.0440218348300757	0.0248915439869142	0	0.00248651067956337	0.00146591025697407	0.00334280461307037	0	0.00190293146592325	0.0210660466357785	0.0317065818882905	0.0522646996417918	0.0728664309258943	0.8785727987723	0	0	0	0.0083761447397811	0.0290447429015348	0.114169286705426	3.14275141086132	1.26881720430108	0.00524918174519854	0
Streptomyces	1.4493115271172	1.58444119547108	0.0662491718853514	0.00132561237768464	0.00250359370012372	0.404862662272188	0.113356224687445	0	0	0.00124325533978168	0	0.00167140230653518	0	0.000951465732961627	0.131106700180435	0.249102831696345	0.413125148213327	0.533505838400064	0.0728946863610205	0	0	0	0	0.00594892324489267	0	0.0129521694883893	0.010752688172043	0.00833693571296239	2.27272727272727
Glutamicibacter	0.00548981639059545	0.05402362683652	0	0	0	0.00369456421845342	0.00880436696601514	0	0	0	0	0	0	0	0.00274774521336242	0.00241709368655129	0.00577251906491432	0.00599648932806611	0	0	0	0	0	0	0	0.00185030992691276	0	0.000308775396776385	1.13636363636364
Rothia	0.00499074217326859	0.0396676980268154	11.7461031737103	0.000441870792561547	0.000312949212515465	0.00369456421845342	15.0477636907906	0	0	0	0.00146591025697407	0	0	0	0.0017009851320815	0.00241709368655129	0.00280825251806642	0.0110844196670313	8.51333205447919	0	0	0	0	0.0041992399375713	0	0.00647608474419465	3.32795698924731	3.66392885814858	1.13636363636364
Cutibacterium	0.0119777812158446	0.0396676980268154	0.016249796877539	0	0.000104316404171822	0.00200122228499561	0.526060926219405	0	0	0	0.00293182051394814	0.00501420691960555	0	0	0.00143929511176127	0.00213272972342761	0.00405636474831817	0.00454279494550463	0	0	0	0	0	0.0083984798751426	0.00351290112939771	0.00277546489036914	0.010752688172043	0.000926326190329155	0
Arachnia	0.000499074217326859	0.125803270885043	0.44499443756953	0	0	0.00184728210922671	0.00990491283676704	0	0	0	0	0	0	0	0.00078507006096069	0.000568727926247363	0.00234021043172202	0.00327081236076334	0.659888739689238	0	0	0	0	0	0	0	0.204301075268817	0.00185265238065831	0
Nocardiopsis	0.00548981639059545	0.0362676096245169	0.00124998437519531	0	0	0.0063115472065246	0.00110054587075189	0	0	0	0	0	0	0	0.00379450529464334	0.00554509728091178	0.0113890241010472	0.0109027078692111	0	0	0	0	0	0	0	0.00277546489036914	0	0.00185265238065831	1.13636363636364
Actinomyces	0.0119777812158446	0.644505646035686	1.37248284396445	0.00132561237768464	0.000521582020859108	0.0217055647834139	2.24951575981687	0	0	0	0.00293182051394814	0.00167140230653518	0	0.000951465732961627	0.00942084073152828	0.0135072882483749	0.0229340622308758	0.0350703769792958	7.79205831574909	0	0	0	0	0.00314942995317847	0	0.0203534091960403	3.64516129032258	0.0997344531587723	2.27272727272727
Schaalia	0.00199629686930743	0.239139550961658	6.52241846976913	0.00706993268098475	0.00135611325423368	0.0063115472065246	3.50303750660328	0.0177796742763673	0.0143506338196604	0.0161623194171619	0.00586364102789627	0.0167140230653518	0	0.00126862097728217	0.00235521018288207	0.00554509728091178	0.0159134309357097	0.011811266858312	2.28659121427201	0	0	0.00863744331677823	0	0.00874841653660687	0.00526935169409657	0.0666111573688593	0.741935483870968	5.9087259927129	0
Pauljensenia	0.000499074217326859	0.0162448668109815	0.137498281271484	0	0	0.000307880351537785	0.00880436696601514	0	0	0	0	0	0	0	0	0.000142181981561841	0.000156014028781468	0.000363423595640371	0.026855937080376	0	0	0	0	0	0	0	0.682795698924731	0.00370530476131662	0
Bifidobacterium	0.00748611325990288	0.0778242456526092	0.0137498281271484	0.108700214970141	0.0378668547143713	0.0866683189578866	0.0143070963197746	0.135125524500391	0.0287012676393207	2.62451202227914	0.95137575677617	0.392779542035768	4.65294667913938	0.0247381090570023	0.0328420975501889	0.0639818917028283	0.0708303690667865	0.231137406827276	0.0115096873201611	0.0371254309201803	0.0102936256723024	0.0410278557546966	0.20381952200134	0.0027994932917142	0	0.00370061985382552	0	0.00494040634842216	0
Adlercreutzia	0.000998148434653717	0.00491123880332	0.00124998437519531	0.0704783914135668	0.0365107414601376	0.141932842058919	0.00220109174150379	0.0142237394210938	0.0239177230327673	0.160379938831837	0.158318307753199	0.178840046799265	0.0954162768942937	0.0329841454093364	0.048936033799883	0.09810556727767	0.217639570150148	0.509156457492159	0	0.00795544948289578	0.00772021925422682	0.0172748866335565	0.0698012061648425	0.10883030171539	0.0772838248467497	0.604126191137015	0	0	0
Bacteroides	4.17126230841788	1.2946781060752	0.0674991562605467	42.7322196716458	34.0235254354688	57.8296282498695	0.373085050184892	20.4644050920987	10.872996890696	1.32158042618793	1.35010334667312	2.8647835534013	0.849391955098223	29.4618192659125	50.5579885458278	54.5459844964767	43.8129516606133	26.3033278698653	0.026855937080376	14.2747281888093	12.0898633521192	10.5355214856403	4.97542997542998	7.00678177249918	4.09955561800713	14.3796835970025	0.021505376344086	0.237139504724264	0
Phocaeicola	0.185156534628265	0.100869289268188	0.00749990625117186	7.61630591598711	11.2248623545047	12.1703563561129	0.0198098256735341	13.3738709906835	15.2164553934465	3.96722778924335	4.33616254012929	6.36971419020558	2.50140318054256	18.6312848276103	22.5237908939724	16.3978479335271	9.23899477040976	6.10388100057784	0	24.2243436754177	17.053964332587	15.0075577629022	2.60498101407192	11.0132066096037	11.46083993466	13.0206309556851	0.010752688172043	0.000926326190329155	0
Prevotella	0.042421308472783	0.843599711370273	6.94116323545956	0.505721122086691	0.0182553707300688	0.0788173699936731	10.7875506251101	1.14501102339805	0.052618990672088	19.658353432628	31.9084685635545	20.7421026241016	24.533208606174	0.0313983691877337	0.0768060209639875	0.100522660964221	0.0764468741029193	0.0712310247455126	3.8710915020142	0.0769026783346592	0.126096914485705	0.105808680630533	0.0390886754523118	0.0682376489855336	0.674477016844361	2.93181607919326	5.75806451612903	23.8210955351078	6.81818181818182
Parabacteroides	0.00948241012921031	0.248584240968043	0.00874989062636717	0.554768780061022	0.532952508913837	1.29217383540409	0.0220109174150379	0.824976886423441	0.464003826835685	0.790710396101151	1.18445548763505	0.951027912418519	0.280636108512629	0.582297028572516	1.14921172423629	1.51949883695139	0.891932202543653	0.614912723823507	0.00383656244005371	0.681516839034739	0.452919529581307	0.382206866767437	0.134018315836498	0.364634001245774	0.237120826234346	0.285872883708021	0	0.00061755079355277	0
Tannerella	0.00249537108663429	8.09372154787136	0.0399995000062499	0	0.000104316404171822	0.00569578650344903	0.176087339320303	0.00355593485527345	0	0	0	0	0	0	0.00300943523368265	0.00469200539154074	0.00561650503613285	0.00345252415858352	0	0.00265181649429859	0.00257340641807561	0	0	0	0	0	0.0268817204301075	0.00895448650651516	0
Porphyromonas	0.00748611325990288	4.35664660614509	0.651241859476757	0.365869016240961	0.0023992772959519	0.00954429089767135	0.478737453777073	0.266695114145509	0	0	0.00586364102789627	0.00334280461307037	0	0.00348870768752597	0.00706563054864621	0.0159243819349262	0.0132611924464248	0.0112661314648515	0.0613849990408594	0.00265181649429859	0.00257340641807561	0.00647808248758368	0.0027920482465937	0.0433921460215701	0.303865947692902	0.970487556665741	0.56989247311828	1.40338417834867	0
Alistipes	0.00449166795594173	0.0997359264674215	0.0187497656279297	1.95174329074435	5.2431511064841	11.0230402261073	0.0473234724423314	2.39314415759903	3.99904329107869	0.0534599796106124	0.0322500256534295	0.0986127360855758	0.039289055191768	4.62253768597191	6.61539286868526	10.320990041574	22.770403514684	43.6829710605791	0	4.62211614956245	5.28835018914537	5.72878427985316	8.56879606879607	1.62300623587131	1.27869601110077	3.77370709593857	0.00537634408602151	0.000308775396776385	0
Butyricimonas	0.00249537108663429	0.0264451320178769	0.00124998437519531	0.465289944567309	0.790405394409893	0.655015447896638	0.00330163761225568	0.355593485527345	0.37311647931117	0	0	0	0	0.691398432618783	0.38703954005362	0.269434855059688	0.346975200009985	1.12316062232657	0	0.347387960753116	0.277927893152166	0.241848412869791	0.326669644851463	0.0027994932917142	0.00175645056469886	0.889999074845037	0	0.00648428333230408	0
Odoribacter	0.00149722265198058	0.0306007956206861	0	0.213202657410946	0.615884050230435	0.570810171751054	0.00110054587075189	0.238247635303321	0.406601291557044	0.277245940771316	0.197897884691499	0.768845061006184	0.162768942937325	0.855684849176824	0.606335777081973	0.42867867440895	0.211555023027671	0.391770636100319	0.00383656244005371	0.426942455582074	0.324249208677526	0.231051608723818	0.181483136028591	0.395428427454631	0.634078653856287	0.318253307428994	0	0	0
Flavobacterium	0.485100139241707	0.627882991624449	0.0349995625054687	0.000662806188842321	0.000730214829202751	0.0524935999371924	0.0264131008980454	0	0	0.00372976601934505	0	0	0	0.000634310488641085	0.0300943523368265	0.0439342323026088	0.0296426654684789	0.0459730848485069	0.0345290619604834	0.00265181649429859	0	0	0	0.00209961996878565	0	0	0	0.000308775396776385	0
Polaribacter	0.0748611325990288	0.111447342075338	0.00999987500156248	0	0	0.00708124808536906	0.00440218348300757	0	0	0	0	0	0	0	0.00287859022352253	0.00867310087527228	0.00577251906491432	0.00799531910408815	0.00767312488010742	0	0	0	0	0	0	0	0	0	2.27272727272727
Capnocytophaga	0.0299444530396115	11.9411104688722	0.304996187547656	0	0.000312949212515465	0.00754306861267574	0.151875330163761	0	0	0	0	0	0	0	0.0043178853352838	0.00582946124403547	0.00452440683466257	0.00545135393460556	1.40801841549971	0	0	0	0	0	0	0	0.112903225806452	0.119496078552461	0
Chryseobacterium	0.14772596832875	1.52172845382869	0.0499993750078124	0.000220935396280774	0	0.0277092316384007	0.051725655925339	0	0	0.00124325533978168	0.00146591025697407	0.00334280461307037	0	0	0.0172715413411352	0.025024028754884	0.0252742726625978	0.0354338005749361	0.0690581239209668	0	0	0	0	0	0	0	0	0.000308775396776385	0
Akkermansia	0.00449166795594173	0	0	4.16816718623307	7.61415865690543	0	0.00330163761225568	4.9960884716592	0.420951925376704	0	0	0	0	2.94351782253895	1.14659482403309	0	0	0	0	1.3179527976664	5.90082091664737	6.08939753832865	24.9022783113692	0.749214392195013	0.363585266892663	0	0	0	0
Fusobacterium	0.0693713162084334	0	0.909988625142186	0.000220935396280774	0.000104316404171822	0	0.199198802606093	0	0	0.506004923291146	0.527727692510665	1.27695136219288	0.0243217960710945	0.00126862097728217	0.00588802545720518	0	0	0	0.50642624208709	0	0	0	0	0.000349936661464275	0.00175645056469886	0	1.39247311827957	3.14024578521583	6.81818181818182
Leptotrichia	0.0229574139970355	0	0.218747265659179	0	0.000208632808343643	0	0.0319158302518049	0	0	0	0	0	0	0.000317155244320542	0.00418704032512368	0	0	0	0.0767312488010742	0	0	0	0	0	0	0	0.419354838709677	0.861483357006114	1.13636363636364
Lautropia	0	0.194560614131523	0.0287496406294921	0	0	0	0.00990491283676704	0	0	0	0	0	0	0	0.00078507006096069	0	0	0	0.0652215614809131	0	0	0	0	0.000349936661464275	0	0	0.93010752688172	0.163033409497931	0
Desulfobulbus	0	0.510013260344769	0.00124998437519531	0.000220935396280774	0.000521582020859108	0	0	0	0	0	0	0	0	0	0.00196267515240173	0	0	0	0	0	0	0	0	0.000349936661464275	0	0	0	0	0
Pseudoprevotella	0	0.00982247760663999	0.0149998125023437	0.0041977725293347	0.00730214829202751	0.000307880351537785	0.0231114632857898	0.0106678045658204	0.00478354460655346	0	0	0.00334280461307037	0.00187090739008419	0.0101489678182574	0.00026169002032023	0.00227491170498945	0.00140412625903321	0.00290738876512296	0	0.0159108989657916	0.012867032090378	0.00431872165838912	0	0.0108480365053925	0.00702580225879543	0.026829493940235	0.241935483870968	2.51806336071142	0
Barnesiella	0	0.0192671676130246	0.00124998437519531	0.000883741585123094	0.00062589842503093	0.050184497300659	0.00330163761225568	0	0	0.0410274262127956	0.0762273333626515	0.0785559084071536	0.0130963517305893	0.000634310488641085	0.0654225050800575	0.0516120593069481	0.0538248399296065	0.0248945163013654	0	0.013259082471493	0	0.00647808248758368	0.0027920482465937	1.25697248797968	1.21019443907751	0	0	0	0
Collinsella	0	0.0143559288097046	0	0.000220935396280774	0	0.0207819237288005	0.00110054587075189	0.00355593485527345	0	14.441654026904	9.83332600378205	10.7822162794585	13.0720299345182	0	0.00824323564008725	0.0146447441008696	0.0234021043172202	0.0403400191160811	0	0.00530363298859719	0.00257340641807561	0	0	0.00489911326049985	0	0	0	0	0
Sellimonas	0	0.00831132720561846	0	0.0428614668784701	0.0690574595617459	0.0595748480225615	0.00110054587075189	0.0640068273949221	0.0717531690983018	1.42228410871025	1.42779659029274	1.55607554738426	0.836295603367633	0.0329841454093364	0.019365061503697	0.0233178449761419	0.0388474931665855	0.0263482106839269	0	0.0822063113232564	0.115803288813402	0.105808680630533	0.0167522894795622	0.348886851479882	0.347777211810374	0.271070404292719	0	0	0
