Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS.DOWNSAMPLE_1M
Burkholderia	2.19093581406491	0.452967332706206	0.0262496718791015	0.000883741585123094	0.00114748044589004	0	0.0121060045782708	0.00355593485527345	0	0.00124325533978168	0.0102613717988185	0.00334280461307037	0.00187090739008419	0.000951465732961627	0.0312719574282675	0	0	0	0.0690581239209668	0	0	0	0	0.00384930327610702	0.00526935169409657	0.000925154963456379	0	0.00432285555486939	0
Cupriavidus	0.606375174052133	0.445411580701098	0.00374995312558593	0	0.000104316404171822	0	0.0154076421905265	0.0142237394210938	0.00478354460655346	0.322003133003456	0.737352859257956	0.533177335784723	0.181478016838167	0	0.0132153460261716	0	0	0	0.00767312488010742	0.00530363298859719	0.00257340641807561	0.00647808248758368	0.0167522894795622	0.0013997466458571	0	0	0	0.000308775396776385	0
Acidovorax	0.013974078085152	1.4276593413651	0.00249996875039062	0	0	0	0.00110054587075189	0	0	0	0	0	0	0	0.0043178853352838	0	0	0	0	0	0	0	0	0.00069987332292855	0.00878225282349428	0	0	0	0
Variovorax	0.00948241012921031	0.781264757328135	0	0	0	0	0.00770382109526325	0	0	0	0	0	0	0.000317155244320542	0.00680394052832598	0	0	0	0.00383656244005371	0	0	0	0	0	0	0	0	0.000308775396776385	0
Hydrogenophaga	0.00948241012921031	0.708729538079101	0.00249996875039062	0	0	0	0.00330163761225568	0	0	0	0.00146591025697407	0	0	0	0.00392535030480345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax	0.00548981639059545	0.528524852757283	0.00374995312558593	0	0	0	0.00330163761225568	0	0	0	0	0	0	0	0.00327112525400288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas	0.00499074217326859	1.57235199226291	0.00374995312558593	0.00198841856652696	0.0023992772959519	0	0.00110054587075189	0	0	0	0.00146591025697407	0	0	0.00285439719888488	0.00575718044704506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia	0.00199629686930743	1.00642616708034	0	0	0	0	0	0	0	0	0	0	0	0	0.00104676008128092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicimonas	0.00149722265198058	0.00528902640357538	0	1.392776738154	1.21966739757694	0	0.00110054587075189	0.00355593485527345	0	0.00870278737847179	0.0366477564243517	0.0233996322914926	0.00561272217025257	1.77892376539392	0.0210660466357785	0	0	0	0	0	0	0	0	0.000349936661464275	0.00175645056469886	0	0	0	0
Sutterella	0.000499074217326859	0.0204005304137908	0.00124998437519531	0.0410939837082239	0.0395359171811204	0	0.00110054587075189	1.81708271104473	0.751016503228893	1.03563169803814	1.70631953911782	1.44074878823333	0.520112254443405	0.0497933733583252	0.00588802545720518	0	0	0	0	1.46910633784142	0.802902802439589	0.619736557978838	0.910207728389547	0.066138029016748	0.0790402754114485	0	0	0.000308775396776385	0
Neisseria	0.0938259528574494	9.30717531989165	5.81492731340858	0.000220935396280774	0	0	5.8703116745906	0	0	0	0	0.00501420691960555	0	0.000317155244320542	0.00706563054864621	0	0	0	0.717437176290044	0	0	0.00215936082919456	0	0.00209961996878565	0.00878225282349428	0	0.370967741935484	0.506391650713271	1.13636363636364
Campylobacter	0.111293550463889	1.12731819916207	0.387495156310546	0.00309309554793083	0.00166906246674915	0	0.327962669484064	0	0	0	0	0.00167140230653518	0	0.00412301817616705	0.0121685859448907	0	0	0	0.130443122961826	0	0	0	0	0	0	0	0.145161290322581	0.719446674488977	1.13636363636364
Oleidesulfovibrio	0.000499074217326859	0.00151115040102154	0	0.0227563458169197	0.0118920700755877	0	0	0.995661759476566	0.574025352786415	0	0	0	0	0.00507448390912868	0.00052338004064046	0	0	0	0	0.540970564836913	0.463213155253609	0.395163031742604	0.720348447621175	0.133325868017889	0.100117682187835	0	0	0	0
Desulfomicrobium	0.00149722265198058	2.95392124639685	0	0.000441870792561547	0	0	0	0	0	0	0	0	0	0	0.00157014012192138	0	0	0	0	0	0	0	0	0	0	0.000925154963456379	0	0	0
Staphylococcus	25.8041333326679	0.145826013698578	0.0324995937550781	0.00839554505866939	0.0143956637757114	1.13115241154982	0.0374185596055644	0.0071118697105469	0.00478354460655346	0.00248651067956337	0.0102613717988185	0.0250710345980277	0.0149672591206735	0.00570879439776976	1.43628567652758	0.649771655737612	0.567891064764544	1.57962065845087	0.0153462497602148	0	0.00514681283615121	0.00431872165838912	0.0083761447397811	0.0720869522616406	0.0140516045175909	0.00647608474419465	0.010752688172043	0.024084480948558	1.13636363636364
Priestia	0.0364324178648607	0.0358898220242615	0.00624992187597655	0	0	0.00615760703075571	0.00110054587075189	0	0	0	0	0	0	0	0.00340197026416299	0.00341236755748418	0.00717664532394753	0.0074501837106276	0.00767312488010742	0	0	0	0	0.000349936661464275	0	0	0	0.00185265238065831	1.13636363636364
Planococcus	0.0214601913450549	0.0396676980268154	0.00249996875039062	0	0	0.00877459001882688	0	0	0	0	0.00146591025697407	0	0	0	0.00641140549784564	0.00710909907809203	0.0115450381298286	0.0145369438256148	0	0	0	0	0	0.00069987332292855	0	0	0.010752688172043	0	1.13636363636364
Gemella	0.0144731523024789	0.0513791136347323	2.66371670354121	0.000220935396280774	0.000208632808343643	0.00123152140615114	1.20069554499032	0	0	0	0.00146591025697407	0	0	0	0.00143929511176127	0.00156400179718025	0.00280825251806642	0.00381594775422389	2.93880682908114	0	0	0	0.0027920482465937	0.00874841653660687	0.00702580225879543	0.000925154963456379	2.41397849462366	4.30155005249182	2.27272727272727
