Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Orrella	3	78	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligella	1	31	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Castellaniella	1	77	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes	1	7	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralcaligenes	1	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus	15	142	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium	8	74	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquincola	4	166	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ideonella	3	124	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles	3	133	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuaria	1	54	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlegelella	1	269	0	1	0	0	1	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	1	0	1	0	0	0	0
Inhella	1	99	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquabacterium	4	155	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter	4	118	0	0	1	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Thiomonas	3	253	0	0	2	0	1	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Paucibacter	3	106	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylophilus	2	133	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusIchthyocystis	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicimonas	3	14	0	6304	11692	0	1	1	0	7	25	14	3	5609	161	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Sutterella	1	54	1	186	379	0	1	511	157	833	1164	862	278	157	45	0	0	0	0	554	312	287	326	189	45	0	0	1	0
Neisseria	188	24636	4652	1	0	0	5334	0	0	0	0	3	0	1	54	0	0	0	187	0	0	1	0	6	5	0	69	1640	1
Vitreoscilla	5	153	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	99	0
Aquella	4	5	0	28	39	0	0	10	4	5	4	5	0	21	2	0	0	0	0	5	2	4	6	128	13	0	6	142	0
Wielerella	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0
Alysiella	3	79	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella	2	337	30	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	2	16	0
Kingella	2	309	86	0	0	0	47	0	0	0	0	0	0	0	8	0	0	0	51	0	0	0	0	1	0	0	24	192	0
Simonsiella	1	16	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0
Uruburuella	1	484	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Conchiformibius	1	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinolyticbacter	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snodgrassella	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
Crenobacter	1	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralysiella	1	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium	18	395	2	0	1	0	7	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iodobacter	4	27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquitalea	5	145	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laribacter	4	55	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Chitinibacter	3	37	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacterium	3	87	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Vogesella	2	87	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deefgea	2	42	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquaspirillum	1	50	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeongeupia	1	64	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusMethylopumilus	9	23	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus	2	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovorus	1	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	9	83	0	3	11	0	1	0	0	0	2	0	0	2	8	0	0	0	0	0	2	0	2	5	0	0	0	2	0
Nitrosospira	2	47	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gallionella	1	25	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrotoga	1	18	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferriphaselus	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrigenium	1	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	3	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurimicrobium	2	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuriferula	1	56	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitratisoma	2	75	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azoarcus	14	266	1	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera	2	286	1	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogeniibacter	2	74	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospira	4	99	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Aromatoleum	4	141	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dechloromonas	3	124	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferribacterium	1	70	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluviibacter	1	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusKinetoplastibacterium	8	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusProfftella	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CandidatusNasuia	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casimicrobium	1	57	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Helicobacter	418	140	1	2	6	0	2	0	0	0	0	0	0	1	47	0	0	0	1	1	1	0	0	2	0	0	0	0	0
Arcobacter	83	85	0	1	0	0	3	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Aliarcobacter	68	86	1	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Malaciobacter	48	43	1	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halarcobacter	17	34	2	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poseidonibacter	7	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	223	2984	310	14	16	0	298	0	0	0	0	1	0	13	93	0	0	0	34	0	0	0	0	0	0	0	27	2330	1
Sulfurimonas	42	86	1	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	8	0
Sulfuricurvum	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum	13	41	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sulfurovum	6	22	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nautilia	9	5	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caminibacter	6	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosophilus	6	13	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratiruptor	4	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter	54	79	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Corallococcus	23	91	2	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus	9	75	0	14	20	0	1	2	1	0	0	0	0	4	17	0	0	0	0	3	2	2	4	3	0	0	0	0	0
Pyxidicoccus	8	39	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archangium	13	70	2	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melittangium	4	22	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystobacter	3	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vulgatibacter	1	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium	19	107	3	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polyangium	3	25	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondromyces	2	22	1	0	2	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinus	1	47	1	5	23	0	2	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Labilithrix	1	16	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Haliangium	4	24	0	0	2	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfonema	15	34	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	4	0	1	0
Desulfobacter	7	18	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosarcina	7	78	0	0	0	0	2	1	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Desulforapulum	5	10	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfobacula	3	9	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfatibacillum	1	11	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfocapsa	4	10	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosediminicola	3	28	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotalea	1	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosudis	3	16	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	4	3	0	0	1	0
Desulfomarina	1	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter	8	111	0	0	0	0	2	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Geotalea	6	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichlorobacter	3	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geomonas	3	76	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrifermentans	3	19	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geoalkalibacter	2	32	0	0	1	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Desulfuromonas	16	92	2	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophotalea	4	35	0	1	1	0	1	0	0	0	1	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Desulfovibrio	11	212	0	1971	3329	0	4	3	34	0	0	0	0	899	392	0	0	0	0	20	31	14	40	22	0	3	0	0	0
Pseudodesulfovibrio	8	136	0	4	12	0	0	1	0	0	0	0	1	6	62	0	0	0	0	2	3	2	0	1	0	0	0	0	0
Solidesulfovibrio	5	74	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonia	4	3	0	201	257	0	0	19	8	0	0	0	0	36	4	0	0	0	0	20	16	23	12	0	1	1	0	0	0
Desulfolutivibrio	2	12	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maridesulfovibrio	2	10	0	1	3	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Oceanidesulfovibrio	2	21	0	0	2	0	0	3	0	0	0	2	0	0	15	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Megalodesulfovibrio	2	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleidesulfovibrio	1	4	0	103	114	0	0	280	120	0	0	0	0	16	4	0	0	0	0	204	180	183	258	381	57	0	0	0	0
Desulfomicrobium	3	7819	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bradymonas	3	16	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Persicimonas	3	24	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvenator	1	9	0	1	5	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	1	3	0	1	0
CandidatusDesulfofervidus	4	5	0	1	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	5	2	0	0	1	0	0	0	0	0
Desulfomonile	3	12	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophus	1	5	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfarculus	3	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	1	12	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Desulfoglaeba	1	6	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hippea	1	5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bdellovibrio	15	34	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0
Pseudobdellovibrio	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteriovorax	11	11	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	5	0
Bacteriovorax	2	7	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Fluviispira	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silvanigrella	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	2	67	0	0	0	0	2	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mariprofundus	1	14	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	3	0
Staphylococcus	51704	386	26	38	138	7348	34	2	1	2	7	15	8	18	10977	4570	3640	8693	4	0	2	2	3	206	8	7	2	78	1
Mammaliicoccus	41	52	1	0	0	34	2	0	0	0	0	0	0	0	32	38	21	21	0	0	0	0	1	0	0	0	0	0	0
Macrococcus	33	51	4	0	0	42	1	0	0	0	0	0	0	0	34	47	32	36	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	8	18	0	0	0	6	1	0	0	0	0	0	0	0	6	5	3	13	0	0	0	0	0	0	0	0	0	1	0
Nosocomiicoccus	2	4	1	0	0	1	0	0	0	0	0	0	0	0	2	5	6	6	0	0	0	0	0	0	0	0	0	0	0
Salinicoccus	1	7	0	0	0	4	0	0	0	0	0	0	0	0	2	6	8	10	0	0	0	0	0	0	0	0	0	0	0
Bacillus	608	748	19	300	686	350	23	5	1	25	10	34	11	135	238	279	346	531	1	2	3	12	21	79	12	23	7	869	0
Priestia	73	95	5	0	0	40	1	0	0	0	0	0	0	0	26	24	46	41	2	0	0	0	0	1	0	0	0	6	1
Lysinibacillus	68	121	7	4	7	30	3	0	0	0	1	4	0	0	32	34	35	53	0	0	1	0	2	2	2	1	0	8	0
Peribacillus	62	84	4	1	0	29	1	0	0	0	0	0	0	0	19	22	46	34	0	1	0	0	1	5	0	0	0	13	0
Virgibacillus	42	88	5	0	0	31	5	0	0	0	0	0	0	1	32	18	31	37	0	0	0	0	0	0	0	0	0	0	0
Metabacillus	34	66	1	2	1	23	2	0	0	0	0	3	0	1	14	16	9	41	0	0	0	1	0	13	0	1	0	7	0
Cytobacillus	32	59	4	1	1	42	1	0	0	0	0	0	0	1	38	39	35	37	0	0	0	0	0	0	1	0	0	14	0
Niallia	30	71	0	0	0	41	2	0	0	0	0	0	0	0	21	24	17	29	0	0	0	0	0	0	0	0	0	4	0
Alkalihalobacillus	28	47	2	1	2	15	0	0	0	0	0	0	0	1	16	9	20	11	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus	23	62	2	0	0	9	2	0	0	0	0	0	0	0	18	22	23	39	0	0	0	0	0	0	0	0	0	4	0
Halobacillus	21	45	0	0	0	20	1	0	0	0	0	0	0	0	7	12	23	22	0	0	0	0	0	1	0	0	0	0	0
Mesobacillus	20	22	0	0	0	14	1	0	0	0	0	0	0	0	18	20	33	18	0	0	0	0	0	0	0	0	0	0	0
Heyndrickxia	17	27	2	0	0	13	0	0	0	0	0	0	0	0	7	5	10	16	1	0	0	0	0	0	0	0	0	0	0
Gracilibacillus	14	32	0	0	0	12	1	0	0	0	0	0	0	0	8	12	9	20	1	0	0	0	0	0	0	0	0	0	0
Gottfriedia	12	7	0	0	0	4	1	0	0	0	0	0	0	0	5	5	1	10	0	0	0	0	0	0	0	0	0	0	0
Fictibacillus	12	13	1	0	0	6	3	0	0	0	0	0	0	0	6	6	9	7	0	0	0	0	0	0	0	0	0	1	0
Geobacillus	12	65	2	11	26	38	5	1	0	0	0	2	0	3	26	22	60	87	1	3	2	1	3	1	0	0	0	7	0
Anoxybacillus	12	37	1	85	303	27	0	25	16	3	8	2	3	63	10	15	25	26	0	18	21	39	18	120	6	4	2	4	0
Sutcliffiella	11	17	0	0	0	8	0	0	0	0	0	0	0	0	4	7	4	20	0	0	0	0	0	0	0	0	0	0	0
Parageobacillus	11	25	1	0	0	16	1	0	0	1	0	1	0	0	17	22	27	45	0	0	0	0	0	0	0	0	0	0	0
Neobacillus	10	29	0	0	0	8	0	0	0	0	0	0	0	0	5	11	17	15	0	0	0	0	0	0	0	0	0	0	0
Psychrobacillus	9	11	0	0	0	10	4	0	0	0	0	0	0	0	6	32	3	5	0	0	0	0	0	0	0	0	0	0	0
Radiobacillus	8	12	1	0	0	2	0	0	0	0	0	0	0	0	2	4	5	9	0	0	0	0	0	0	0	0	0	1	0
Evansella	8	11	0	0	0	7	2	0	0	0	0	0	0	0	4	4	8	7	0	0	0	0	0	0	0	0	0	0	0
Aeribacillus	8	10	0	0	0	3	0	0	0	0	0	0	0	0	1	2	2	7	0	0	0	0	0	0	0	0	0	0	0
Rossellomorea	7	30	0	0	0	24	0	0	0	0	0	0	0	0	26	16	17	34	0	0	0	0	0	0	0	0	0	2	0
Lentibacillus	6	11	1	1	5	6	0	0	0	0	0	0	0	0	6	17	3	26	0	0	0	0	0	0	0	0	0	0	0
Halalkalibacterium(exJoshietal.2022)	6	7	0	0	0	4	0	0	0	0	0	0	0	0	1	2	9	2	0	0	0	0	0	0	0	0	0	0	0
Terribacillus	6	21	1	0	0	3	0	0	0	0	0	0	0	0	7	2	6	7	0	0	0	1	0	0	0	0	0	0	0
Salisediminibacterium	5	17	0	0	0	16	0	0	0	0	0	0	0	0	6	10	20	33	1	0	0	0	0	0	0	0	0	0	0
Pontibacillus	5	14	0	0	0	2	0	0	0	0	0	0	0	0	3	2	5	12	0	0	0	0	0	0	0	0	0	0	0
Anaerobacillus	5	8	1	0	0	23	1	0	0	0	0	0	0	0	14	18	8	5	0	0	0	0	0	0	0	0	0	0	0
Weizmannia	4	17	2	2	1	17	1	0	0	0	0	0	0	0	9	9	20	48	0	0	0	0	0	0	1	2	1	4	0
Salipaludibacillus	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
Salicibibacter	4	13	1	0	1	8	3	0	0	0	0	0	0	0	5	6	9	13	0	0	1	0	0	0	0	4	0	1	0
Salimicrobium	3	8	0	0	0	9	0	0	0	0	0	0	0	0	2	2	5	5	0	0	0	0	0	0	0	0	0	9	0
Lederbergia	2	10	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	7	0	0	0	0	0	0	0	0	0	0	0
Caldibacillus	2	10	1	0	0	6	0	0	0	0	0	0	0	0	3	6	11	8	0	0	0	0	0	0	0	0	0	0	0
Sediminibacillus	2	8	0	0	0	4	0	0	0	0	0	0	0	0	2	1	4	16	0	0	0	0	0	0	0	0	0	0	0
Paraliobacillus	2	6	0	0	0	3	0	0	0	0	0	0	0	0	11	4	1	1	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus	2	1	0	0	0	2	0	0	0	0	0	0	0	0	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0
Mangrovibacillus	2	5	0	0	0	4	0	0	0	0	0	0	0	0	2	1	1	6	0	0	0	0	0	0	0	0	0	0	0
Paenalkalicoccus	2	4	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Pradoshia	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Alkalihalophilus	1	1	0	0	0	5	0	0	0	0	0	0	0	0	3	6	5	9	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus	845	166	4	0	5	163	2	0	0	1	2	0	0	2	79	108	162	217	2	0	0	0	1	1	0	1	0	1	0
Paenibacillus	262	891	9	97	2514	949	30	2	29	2	2	1	0	51	674	683	1175	1551	2	6	15	23	137	13	0	20	2	251	0
