Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Stenotrophomonas	48	2454	4	0	1	0	1	0	0	10	0	0	0	0	61	0	0	0	0	0	0	0	0	4	1	0	0	0	0
Lysobacter	19	3247	3	0	5	0	6	0	0	0	0	1	0	1	48	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Luteimonas	16	1109	0	0	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas	8	739	1	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylella	3	82	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomonas	2	705	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolysobacter	1	135	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella	6	344	0	2	8	0	0	0	2	0	0	0	0	0	18	0	0	0	0	3	0	0	0	1	0	3	0	2	0
Luteibacter	5	364	2	0	0	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rhodanobacter	4	317	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frateuria	1	245	1	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dokdonella	1	170	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahniella	1	45	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	2651	248	904	5	1	0	3904	1	0	0	0	0	0	16	87	0	0	0	257	5	0	1	0	199	3	1	2798	29704	0
Aggregatibacter	135	265	24	0	0	0	54	0	0	0	0	0	0	0	6	0	0	0	7	1	0	0	0	1	0	0	22	173	0
Pasteurella	21	9187	1	0	1	0	9	0	0	0	0	5	0	0	6	0	0	0	2	0	0	0	0	0	0	0	3	74	0
Mannheimia	16	433	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	160	0
Actinobacillus	9	270	3	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	1	0	0	19	454	0
Avibacterium	8	119	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	5	13	0
Glaesserella	5	227	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	55	0
Histophilus	5	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	52	0
Bibersteinia	4	70	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47	0
Rodentibacter	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	67	0
Vespertiliibacter	3	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bisgaardia	2	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0
Otariodibacter	1	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	11	0
Gallibacterium	1	27	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Mergibacter	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0
Pseudoalteromonas	940	220	7	0	0	0	2	1	0	1	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	1	1	3	0
Psychrosphaera	1	9	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flocculibacter	1	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	6	0
Shewanella	695	466	2	0	1	0	3	0	0	1	2	0	0	4	94	0	0	0	0	0	0	0	0	2	0	0	2	13	1
Parashewanella	7	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas	32	73	3	0	4	0	1	0	0	1	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinimonas	11	19	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraglaciecola	15	27	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Agarivorans	7	25	1	0	0	0	6	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalimarinus	5	57	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Saccharobesus	5	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Paraneptunicella	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glaciecola	1	10	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenovulum	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacimicrobium	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrocarboniclastica	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colwellia	34	39	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	0
Thalassotalea	8	21	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Litorilituus	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cognaticolwellia	1	9	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moritella	19	20	1	2	2	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	9	0	1	0	6	0
Idiomarina	8	13	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Psychromonas	2	16	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrimonas	1	40	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	1337	6670	42	4	39	0	88	2	1	9	9	2	327	21	647	0	0	0	15	1	0	0	1	9	0	0	0	7	1
Stutzerimonas	15	353	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Entomomonas	9	15	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halopseudomonas	4	89	2	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azotobacter	3	139	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter	28	232	4	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vibrio	687	890	11	10	33	0	13	1	0	6	1	1	0	19	176	0	0	0	3	0	1	3	5	5	0	1	1	8	0
Photobacterium	42	126	0	0	1	0	0	1	0	0	0	0	0	1	16	0	0	0	0	0	0	0	1	0	0	0	0	3	0
Aliivibrio	17	28	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraphotobacterium	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thaumasiovibrio	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterovibrio	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grimontia	3	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinivibrio	1	7	3	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	479	492	12	3	18	0	24	4	0	2	0	0	1	9	109	0	0	0	3	260	312	263	0	47	0	6	3	37	0
Psychrobacter	22	90	1	1	2	0	2	0	0	0	1	1	0	2	11	0	0	0	0	0	0	1	2	1	0	0	0	15	0
Moraxella	19	127	2	0	0	0	4	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Aquirhabdus	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neptunomonas	374	23	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonas	23	69	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacterium	8	75	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Amphritea	5	33	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassolituus	4	40	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacterioplanes	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas	56	910	7	0	7	0	6	0	2	0	0	0	0	0	95	0	0	0	2	0	0	0	2	1	0	0	0	0	0
CandidatusPortiera	7	1	1	5	6	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusCarsonella	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zymobacter	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kushneria	4	49	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Endozoicomonas	11	60	2	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Gynuella	3	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reinekea	2	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Saccharospirillum	1	29	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Alcanivorax	3	175	2	0	0	0	2	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Ketobacter	2	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Spartinivicinus	3	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hahella	2	44	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleiphilus	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas	235	650	2	0	2	0	10	0	0	0	0	0	0	2	94	0	0	0	0	0	0	0	4	1	0	0	0	1	0
Zobellella	3	38	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Oceanisphaera	2	24	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0
Tolumonas	1	8	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Dongshaea	1	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Succinivibrio	5	9	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Acidihalobacter	106	76	0	0	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	2	0	0	2	2	0	0	0	0	0
Thioalkalivibrio	5	140	0	0	2	0	0	0	0	0	0	0	0	2	15	0	0	0	1	0	0	3	0	0	0	0	0	0	0
Ectothiorhodospira	3	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquisalimonas	3	19	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorhodospira	2	68	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Spiribacter	2	62	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Thiodictyon	5	31	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus	4	35	0	1	3	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Rheinheimera	4	26	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CandidatusNitrosacidococcus	4	6	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermochromatium	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioflavicoccus	2	36	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiocapsa	1	28	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Marichromatium	1	24	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulosicoccus	3	16	0	1	6	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sulfuriflexus	2	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurivermis	1	36	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wenzhouxiangella	1	58	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Woeseia	1	6	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Legionella	80	134	0	2	2	0	7	0	1	0	0	0	0	2	41	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Tatlockia	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella	18	13	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquicella	3	11	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Rickettsiella	2	11	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Francisella	40	69	5	1	4	0	3	0	0	2	0	0	0	1	6	0	0	0	0	0	0	0	0	3	0	0	0	2	0
Allofrancisella	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Piscirickettsia	5	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Thiomicrorhabdus	5	22	0	0	5	0	1	2	0	0	0	0	0	6	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Thiomicrospira	4	26	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenovibrio	3	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cycloclasticus	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophaga	3	29	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiosulfativibrio	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beggiatoa	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiothrix	2	79	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio	8	92	1	0	1	0	9	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Teredinibacter	5	27	3	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilvimarinus	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agarilytica	2	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharophagus	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinimicrobium	1	26	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simiduia	1	38	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Marinagarivorans	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbulbifer	19	209	2	0	0	0	5	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Aequoribacter	3	3	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Congregibacter	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineobactrum	1	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas	13	151	1	0	2	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Methylococcus	6	188	0	0	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Methylovulum	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotuvimicrobium	4	5	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusMethylospira	3	27	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methylomagnum	2	36	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methylobacter	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomicrobium	1	62	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methylocaldum	1	13	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CandidatusVesicomyosocius	5	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusRuthia	2	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusEndoriftia	1	17	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ignatzschineria	4	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusBaumannia	2	1	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Celerinatantimonas	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusThioglobus	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNardonella	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0
CandidatusSteffania	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
CandidatusAzoamicus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusPseudothioglobus	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilliamella	15	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Frischella	5	6	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solimonas	2	60	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinimarinibacterium	1	38	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steroidobacter	3	40	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kangiella	5	25	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Sulfuricaulis	2	34	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiferrobacter	1	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurifustis	1	27	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	1	3609	398	0	0	0	7	0	0	0	0	1	0	0	4	0	0	0	25	0	0	0	1	0	0	0	33	5	1
Suttonella	1	156	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinisphaera	1	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthobacter	5934	44	0	0	0	0	2	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Ancylobacter	4	48	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Starkeya	3	30	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrys	3	36	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	3	0	0	0	0
Azorhizobium	2	17	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella	5889	92	4	0	0	0	3	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium	198	1029	10	0	0	0	15	0	0	0	0	0	0	0	182	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas	7	116	0	0	0	0	3	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardiphaga	6	32	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrobacter	1	27	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afipia	1	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variibacter	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium	60	600	4	0	0	0	4	0	0	0	0	0	0	1	124	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Agrobacterium	28	239	2	0	2	0	2	0	0	0	2	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neorhizobium	8	40	3	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pararhizobium	2	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pseudorhizobium	1	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium	17	108	0	0	0	0	3	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	1	0	8	0
Ensifer	12	123	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liberibacter	13	8	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Shinella	6	130	0	0	0	0	2	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Georhizobium	1	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	51	588	5	0	0	0	7	0	0	0	0	0	1	0	109	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Phyllobacterium	8	68	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratireductor	4	55	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquibium	3	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
