Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Caldinitratiruptor	2	5	1	24	251	17	0	3	31	0	0	0	0	55	6	12	13	15	0	9	22	22	153	133	15	16	0	0	0
Symbiobacterium	1	9	0	1	6	35	0	0	0	0	0	1	1	0	10	12	32	38	0	2	0	0	0	18	3	11	0	0	0
Thermincola	3	10	0	2	1	15	0	0	0	0	1	0	0	1	7	10	6	28	0	0	0	0	0	0	0	0	0	0	0
Christensenella	2	45	0	1058	2307	496	1	1	4	11	6	4	1	497	151	172	342	647	0	5	2	12	12	25	2	9	0	3	0
Alkalicella	2	12	0	0	0	6	0	0	0	1	0	0	0	0	3	4	2	4	0	0	0	0	0	31	1	0	0	0	0
Desulfoscipio	1	8	0	38	88	7	0	0	0	333	138	159	102	49	3	13	15	10	0	0	0	0	0	19	0	7	0	0	0
Caldicellulosiruptor	28	56	1	0	0	69	2	0	0	0	0	0	0	0	12	24	31	41	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacterium	23	38	1	2	9	24	1	0	0	0	0	0	0	1	17	18	23	29	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacter	22	53	0	9	173	29	0	0	0	0	0	0	0	0	8	8	18	12	1	0	0	1	9	1	0	0	0	0	0
Ammonifex	2	8	0	0	0	6	0	0	0	0	0	0	0	0	2	6	5	5	0	0	0	0	0	0	0	0	0	0	0
Moorella	1	42	0	0	0	31	1	0	0	0	0	0	0	0	15	17	56	82	0	0	0	0	0	1	1	0	0	0	0
Thermanaeromonas	3	5	1	1	6	4	0	0	0	0	0	0	0	0	3	4	4	6	0	0	0	0	0	1	0	0	0	0	0
Carboxydothermus	2	5	0	2	1	5	0	0	0	0	0	0	0	0	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0
Caldanaerobacter	1	12	0	1	0	5	0	0	0	0	0	0	0	0	4	14	3	5	0	0	0	0	0	0	0	0	0	0	0
Mahella	3	7	0	2	50	18	0	0	0	0	0	0	0	3	10	9	9	18	0	0	0	0	1	0	1	3	0	0	0
Zhaonella	2	7	0	0	0	12	1	0	0	0	0	0	0	0	4	8	10	16	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobium	2	9	0	0	0	5	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium	10	22	0	0	0	7	1	0	0	1	0	0	0	0	9	6	4	5	0	0	0	0	0	0	0	0	0	0	0
Iocasia	3	20	0	0	4	6	0	0	0	2	1	0	0	0	2	6	6	13	0	0	0	0	1	1	0	0	0	0	0
Halothermothrix	2	4	0	15	280	5	0	1	4	0	0	0	0	6	1	3	4	10	0	0	0	3	1	2	0	0	0	0	0
Halobacteroides	4	5	0	26	17	1	0	0	0	554	288	334	173	36	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0
Acetohalobium	4	1	1	0	5	1	0	0	0	0	0	0	0	0	4	2	4	0	1	0	0	2	0	1	0	0	0	2	0
Anoxybacter	6	6	1	3	3	4	2	0	0	0	0	1	1	2	7	3	8	7	0	0	0	0	0	0	0	0	0	3	0
Natranaerofaba	7	5	0	0	0	6	0	0	0	0	0	0	0	0	10	3	8	4	0	0	0	0	0	0	0	0	0	0	0
Natranaerobius	2	9	0	0	2	6	0	0	0	0	0	0	0	0	2	2	2	5	0	0	0	0	0	0	0	0	0	0	0
Tepidanaerobacter	6	16	0	0	0	5	0	0	0	5	0	3	0	0	1	6	3	6	0	0	0	0	0	0	0	0	0	3	0
Thermosediminibacter	1	11	0	2	1	7	0	0	0	0	0	0	0	0	5	5	10	19	0	0	0	0	0	0	0	0	0	0	0
Koleobacter	3	11	2	1	1	22	0	0	0	0	0	0	0	0	14	12	4	12	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus	16	49	1	199	0	12	0	11	0	0	0	0	0	3	14	19	16	13	0	0	0	0	0	20	28	1051	0	0	0
Finegoldia	9	54	2	320	0	7	3	39	0	2	1	0	0	0	9	9	11	19	0	0	0	3	0	103	77	3340	0	0	0
Peptoniphilus	8	55	1	406	25	20	1	35	4	3	2	5	2	5	22	12	28	32	0	0	0	1	15	111	123	2466	0	6	0
Helcococcus	7	48	0	0	0	4	1	0	0	0	0	0	0	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0
Parvimonas	5	66	170	1	6	1	7	0	0	0	0	1	0	1	6	3	2	7	2	0	0	0	0	2	0	1	20	20	1
Miniphocaeibacter	3	10	4	0	3	6	0	0	0	0	0	0	0	2	3	3	0	11	0	0	0	0	0	0	0	9	0	1	0
Murdochiella	1	20	0	242	1	22	0	131	3	0	0	0	0	0	22	13	25	34	0	1	5	0	0	88	57	773	0	4	0
Keratinibaculum	7	9	17	8	1	7	0	0	0	0	0	0	0	1	2	2	5	9	3	0	0	0	0	0	0	12	0	5	10
Schnuerera	5	9	0	0	5	2	2	0	0	0	0	0	0	0	5	3	5	6	0	0	0	0	0	0	0	0	0	0	0
Caloranaerobacter	6	8	0	0	1	2	2	0	0	0	0	0	0	0	3	6	4	6	0	0	0	2	6	12	0	4	0	0	0
Gottschalkia	6	16	0	1	4	5	0	0	3	0	0	0	0	0	2	6	0	7	0	0	0	0	1	0	0	2	0	0	0
Acidilutibacter	4	19	1	0	3	8	0	0	0	0	1	0	0	0	2	5	7	5	0	0	0	0	0	1	0	0	0	11	0
Sedimentibacter	14	23	0	2	13	8	1	0	0	0	0	0	0	0	5	2	5	9	0	0	1	0	0	1	0	0	0	1	0
Ezakiella	4	56	0	22	29	19	1	6	0	0	0	0	0	2	3	10	8	21	0	0	0	0	0	45	0	76	0	0	0
Erysipelatoclostridium	19	61	3	625	1433	415	1	28	34	3	2	6	1	333	254	272	339	811	2	15	54	68	66	1065	81	83	0	0	0
Erysipelothrix	15	67	1	6	43	17	3	4	0	1	0	1	3	7	15	11	8	19	0	88	0	0	1006	2	0	2	0	44	0
Faecalibacillus	10	19	2	2339	2719	30	3	294	155	0	1	0	0	1392	43	46	26	23	0	359	238	197	32	1998	269	573	0	0	0
Amedibacterium	6	42	0	4	73	73	0	0	0	7	1	2	0	11	37	33	54	120	0	1	0	0	5	4	1	0	0	0	0
Tannockella	5	8	1	137	215	5	2	9	3	0	0	0	0	106	10	7	4	7	0	3	6	25	1	21	2	4	0	0	0
Longicatena	4	24	0	502	4081	189	0	2	41	6	3	12	1	505	167	233	151	2235	0	50	256	332	806	485	111	371	0	0	0
Intestinibaculum	2	9	0	0	0	10	1	0	0	0	0	1	0	0	11	5	13	11	0	0	0	0	0	1	0	0	0	0	0
Bulleidia	2	34	21	0	2	3	8	0	0	1	0	1	0	0	2	6	7	7	0	0	0	0	1	5	1	0	0	0	0
Turicibacter	7	23	0	0	0	26	0	0	0	0	3	10	0	0	12	15	24	35	0	0	0	0	0	4	0	0	0	0	0
Catenibacterium	1	5	2	322	667	33	2	0	0	1907	812	1690	3741	128	28	19	51	17	0	0	0	0	0	19	2	2	0	0	0
Megamonas	13	31	1	0	2	10	1	0	2	13262	6257	5005	4688	0	8	150	25	18	0	0	0	2	0	2	0	0	0	0	0
Pectinatus	3	10	0	0	1	7	1	0	0	1	0	1	0	0	2	5	8	9	0	0	0	0	0	0	0	0	0	15	0
Selenomonas	3	90	14	5	15	161	47	0	0	0	0	0	0	9	84	109	152	248	2	0	2	4	0	11	0	1	35	0	0
Methylomusa	5	5	0	0	7	11	2	0	0	0	0	0	0	0	7	6	7	25	0	0	1	0	0	0	0	0	0	0	0
Pelosinus	3	29	1	0	0	2	1	0	0	0	0	0	0	0	3	6	3	18	0	0	0	0	0	0	0	0	0	4	0
Sporomusa	3	5	0	0	2	5	1	0	0	0	0	0	0	0	4	6	14	17	0	2	0	0	0	0	0	0	0	2	0
Veillonella	12	43	2582	0	12	24	7006	0	0	0	0	0	0	22	28	21	16	32	3027	0	0	0	0	69	5	0	3918	43605	4
Megasphaera	4	37	6	12	8	103	22	1	0	2	0	1	1	0	65	106	126	160	0	3	6	1	7	18	4	4	24	612	0
Dialister	3	22	1	1246	390	20	0	194	37	125	59	79	59	1842	106	80	41	64	0	265	165	178	112	514	443	333	0	0	0
Phascolarctobacterium	3	36	1	0	0	86	0	4	4	0	0	0	1	2	61	56	103	122	0	10	4	7	0	16	0	2	0	0	0
Ndongobacter	1	13	0	0	0	23	0	0	0	0	0	0	0	0	9	5	14	31	0	0	0	0	0	0	0	0	0	0	0
Limnochorda	1	15	0	34	324	14	0	0	0	0	0	0	0	11	11	10	22	21	0	0	0	1	0	3	0	0	0	0	0
Mycobacterium	5454	825	13	0	12	1288	20	0	0	0	0	0	0	2	365	817	1222	1422	0	0	1	0	0	54	57	85	1	67	17
Mycolicibacter	2462	66	0	0	0	429	6	0	0	0	0	0	0	0	96	320	310	381	1	0	0	0	0	1	0	0	0	0	0
Mycolicibacterium	1814	670	11	1	0	511	11	0	0	0	0	0	0	0	176	376	547	531	2	0	0	0	0	0	0	0	0	0	0
Mycobacteroides	923	92	2	0	0	121	5	0	0	0	0	0	0	0	30	96	93	127	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacillus	3	13	0	0	0	10	0	0	0	0	0	0	0	0	4	6	2	5	0	0	0	0	0	0	0	0	0	0	0
Prescottella	155	18	0	0	0	32	0	0	0	0	0	0	0	0	10	28	26	36	0	0	0	0	0	1	0	0	0	0	0
Rhodococcus	49	461	15	5	10	153	17	0	0	0	0	1	1	5	92	145	203	242	1	0	0	0	0	0	1	5	0	1	0
Nocardia	39	509	11	0	3	190	8	0	0	0	0	0	0	0	110	136	249	254	0	0	0	0	0	0	0	1	0	7	0
Corynebacterium	61	3489	134	398	9	322	40	7	0	2	1	2	0	6	165	226	343	410	229	0	0	0	4	83	65	3444	236	17	0
Gordonia	18	337	3	0	0	80	13	0	0	0	0	0	0	0	34	60	117	88	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella	6	79	1	0	0	37	14	0	0	0	0	0	0	0	13	25	39	28	0	0	0	0	0	0	0	0	0	0	0
Dietzia	5	98	2	0	0	27	1	0	0	0	0	0	0	0	14	15	18	19	0	0	0	0	0	0	0	0	0	0	0
Tomitella	2	34	1	0	0	12	0	0	0	0	0	0	0	0	7	10	12	10	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	3114	4795	54	6	41	2726	107	0	0	1	0	1	0	3	1054	1821	2823	3081	19	0	0	0	0	25	0	59	2	92	1
Kitasatospora	11	112	1	0	0	47	2	0	0	0	0	0	0	0	21	27	70	72	1	0	0	0	0	0	0	0	0	0	0
Streptacidiphilus	11	45	0	0	0	17	2	0	0	0	0	0	0	0	7	16	24	36	0	0	0	0	0	0	0	0	0	0	0
Streptantibioticus	6	25	0	0	0	9	0	0	0	0	0	0	0	0	1	6	5	10	0	0	0	0	0	0	0	0	0	0	0
Peterkaempfera	3	18	0	0	0	5	0	0	0	0	0	0	0	0	8	6	11	15	0	0	0	0	0	0	0	0	0	0	0
Yinghuangia	3	32	1	0	0	6	1	0	0	0	0	0	0	0	1	7	11	8	0	0	0	0	0	0	0	0	0	0	0
Actinacidiphila	2	19	0	0	0	14	0	0	0	0	0	0	0	0	3	8	12	13	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium	742	136	3	0	0	169	9	0	0	0	0	0	0	0	39	112	134	174	0	0	0	0	0	0	0	0	0	0	0
Microbacterium	39	773	31	1	3	275	36	0	0	0	0	2	0	0	126	173	285	345	4	0	0	0	0	0	0	0	0	1	0
Leucobacter	14	183	5	18	0	51	9	0	0	0	0	0	0	0	18	27	45	65	1	0	0	0	0	5	0	36	0	0	0
Leifsonia	10	87	4	0	0	33	0	0	0	0	0	0	0	0	12	19	32	52	1	0	0	0	0	0	0	0	0	0	0
Clavibacter	7	95	0	0	0	30	1	0	0	0	0	0	0	0	15	19	53	29	0	0	0	0	0	0	0	0	0	0	0
Agrococcus	7	70	1	0	0	20	0	0	0	0	0	0	0	0	13	8	25	45	0	0	0	0	0	0	0	0	0	0	0
Agromyces	7	165	2	0	0	55	5	0	0	0	0	0	0	0	25	44	50	64	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium	7	51	0	0	0	14	1	0	0	0	0	0	0	0	9	17	17	15	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium	5	76	0	0	0	21	3	0	0	0	0	0	0	0	9	17	19	25	0	0	0	0	0	0	0	0	0	0	0
Rathayibacter	5	111	3	0	0	44	4	0	0	0	0	0	0	0	23	27	29	64	0	0	0	0	0	0	0	0	0	0	0
Subtercola	4	26	0	0	1	9	1	0	0	0	0	0	0	0	3	7	5	11	0	0	0	0	0	0	0	0	0	0	0
Frondihabitans	4	12	0	1	0	14	1	0	0	0	0	0	0	0	5	7	5	8	0	0	0	0	0	0	0	0	0	0	0
Protaetiibacter	3	30	1	1	0	14	0	0	0	0	0	0	0	0	1	6	6	18	1	0	0	0	0	0	0	0	0	0	0
Agreia	3	8	0	0	0	2	1	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0
Microcella	3	32	0	0	0	7	0	0	0	0	0	0	0	0	7	4	8	18	0	0	0	0	0	0	0	0	0	0	0
Pseudoclavibacter	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Microterricola	2	36	0	0	0	11	0	0	0	0	0	0	0	0	2	5	7	10	0	0	0	0	0	0	0	0	0	0	0
Herbiconiux	2	31	1	0	0	8	2	0	0	0	0	0	0	0	2	4	6	18	0	0	0	0	0	0	0	0	0	0	0
Humibacter	2	12	1	1	0	3	0	0	0	0	0	0	0	0	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0
Plantibacter	2	19	0	0	0	3	1	0	0	0	0	0	0	0	2	7	16	11	0	0	0	0	0	0	0	0	0	0	0
Chryseoglobus	1	25	10	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0
Gulosibacter	1	43	3	0	0	9	2	0	0	0	0	0	0	0	2	4	6	11	0	0	0	0	0	0	0	0	0	0	0
Mycetocola	1	47	0	0	0	8	0	0	0	0	0	0	0	0	7	15	8	28	0	0	0	0	0	0	0	0	0	0	0
Cnuibacter	1	12	1	0	0	12	2	0	0	0	0	0	0	0	4	7	15	9	0	0	0	0	0	0	0	0	0	0	0
Aquiluna	1	14	1	0	0	3	0	0	0	0	0	0	0	0	1	5	5	8	0	0	0	0	0	0	0	0	0	1	0
Aurantimicrobium	1	14	1	0	0	2	3	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Marisediminicola	1	8	0	0	0	5	1	0	0	0	0	0	0	0	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0
Pontimonas	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0
Glaciihabitans	1	12	0	0	0	8	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter	364	769	7	0	0	220	63	0	0	0	0	0	0	0	130	166	275	327	3	0	0	0	0	0	0	3	0	2	0
Pseudarthrobacter	20	142	1	1	16	59	6	0	0	0	0	0	0	0	50	38	62	98	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter	11	167	0	0	0	26	8	0	0	0	0	0	0	0	22	18	39	35	0	0	0	0	0	0	0	3	0	1	1
Rothia	10	138	9463	2	6	26	13797	0	0	0	2	0	0	0	14	17	19	66	2228	0	0	0	0	13	0	7	619	12056	1
Kocuria	9	143	1	0	0	55	24	0	0	0	0	0	0	0	21	22	49	52	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter	7	79	1	0	0	16	3	0	0	0	0	0	0	0	7	11	24	24	0	0	0	0	0	0	0	0	0	0	0
Sinomonas	5	28	1	0	0	6	0	0	0	0	0	0	0	0	6	4	10	13	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	4	97	3	0	0	29	12	0	0	0	0	0	0	0	7	17	23	42	4	0	0	0	0	0	0	0	0	0	0
Paeniglutamicibacter	3	26	0	0	0	10	3	0	0	0	0	0	0	0	0	5	1	5	0	0	0	0	0	0	0	0	0	0	0
Citricoccus	3	29	1	0	0	7	3	0	0	0	0	0	0	0	2	5	7	11	0	0	0	0	0	0	0	0	0	0	0
Neomicrococcus	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Renibacterium	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0
Psychromicrobium	1	4	0	0	0	7	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium	81	83	0	0	0	38	1	0	0	0	0	0	0	0	20	23	28	32	1	0	0	0	0	0	0	0	0	0	0
Isoptericola	43	91	2	0	0	15	2	0	0	0	0	0	0	0	6	3	4	14	0	0	0	0	0	0	0	0	0	0	0
Xylanimonas	36	68	4	0	0	16	1	0	0	0	0	0	0	0	9	16	15	16	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	25	383	11	0	0	113	4	0	0	0	0	0	0	0	59	54	133	154	2	0	0	2	0	0	0	1	0	0	0
Oerskovia	2	18	0	0	0	3	0	0	0	0	0	0	0	0	1	4	6	4	0	0	0	0	0	0	0	0	0	0	0
Pseudactinotalea	2	15	0	0	0	3	1	0	0	0	0	0	0	0	4	1	3	9	0	0	0	0	0	0	0	0	0	0	0
Actinotalea	1	15	2	0	0	4	0	0	0	0	0	0	0	0	2	2	9	11	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium	15	218	8	0	0	77	6	0	0	0	0	0	0	0	28	39	78	80	1	0	0	0	0	0	0	0	0	0	0
Dermabacter	1	66	0	0	0	18	1	0	0	0	0	0	0	0	8	2	11	22	2	0	0	0	0	0	0	0	0	7	0
Janibacter	7	76	1	0	0	42	7	0	0	0	0	0	0	0	11	18	20	37	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus	3	29	0	0	0	3	1	0	0	0	0	0	0	0	3	11	8	10	0	0	0	0	0	0	0	0	0	0	0
Pedococcus	2	14	0	0	0	6	0	0	0	0	0	0	0	0	3	5	7	4	0	0	0	0	0	0	0	0	0	0	0
Intrasporangium	1	11	1	0	0	7	0	0	0	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	11	258	44	188	12	71	12	7	0	0	0	2	0	16	34	46	91	68	3	0	0	0	0	0	0	23	0	0	0
Ornithinimicrobium	8	146	0	0	0	38	0	0	0	0	0	0	0	0	18	29	45	53	0	0	0	0	0	0	0	0	0	1	0
Serinicoccus	3	71	1	0	0	16	2	0	0	0	0	0	0	0	6	11	23	23	0	0	0	0	0	0	0	0	0	0	0
Georgenia	5	135	1	0	0	36	2	0	0	0	0	0	0	0	13	11	27	27	0	0	0	0	0	0	0	0	0	0	0
Jonesia	4	18	1	1	0	0	0	0	0	0	0	0	0	0	0	4	2	4	1	0	0	0	0	0	0	0	0	0	0
Dermacoccus	1	35	0	0	0	6	15	0	0	0	0	0	0	0	2	4	10	3	0	0	0	0	0	0	0	0	0	0	0
Allobranchiibius	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
Yimella	1	12	0	0	0	4	0	0	0	0	0	0	0	0	3	3	3	14	0	0	0	0	0	0	0	0	0	2	0
Dermatophilus	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
Gephyromycinifex	1	9	1	0	0	6	0	0	0	0	0	0	0	0	1	0	6	3	0	0	0	0	0	0	0	0	0	0	0
Luteimicrobium	1	15	1	0	0	6	0	0	0	0	0	0	0	0	3	1	6	6	0	0	0	0	0	0	0	0	0	0	0
Pengzhenrongella	1	18	2	0	0	6	0	0	0	0	0	0	0	0	2	8	5	6	0	0	0	0	0	0	0	0	0	0	0
Kytococcus	2	14	1	0	0	6	2	0	0	0	0	0	0	0	2	5	10	7	0	0	0	0	0	0	0	0	0	0	0
Ruania	2	81	1	0	0	19	3	0	0	0	0	0	0	0	10	14	28	13	1	0	0	0	0	0	0	0	0	0	0
Sanguibacter	1	35	0	0	0	21	2	0	0	0	0	0	0	0	2	6	6	26	0	0	0	0	0	0	0	0	0	0	0
Micromonospora	195	539	5	0	0	190	5	0	0	0	0	0	0	0	113	153	264	267	1	0	0	0	0	0	0	0	0	0	0
Plantactinospora	31	35	1	0	0	19	0	0	0	0	0	0	0	0	14	18	21	17	0	0	0	0	0	0	0	0	1	0	0
Actinoplanes	20	211	8	0	0	92	5	0	0	0	0	0	0	0	46	77	105	112	0	0	0	0	0	0	0	0	0	0	0
Dactylosporangium	16	84	3	0	0	51	0	0	0	0	0	0	0	0	35	35	75	78	2	0	0	0	0	0	0	0	0	0	0
Phytohabitans	8	58	2	0	0	22	0	0	0	0	0	0	0	0	10	16	29	45	0	0	0	0	0	0	0	0	0	0	0
Couchioplanes	4	17	1	0	0	7	1	0	0	0	0	0	0	0	2	4	9	16	0	0	0	0	0	0	0	0	0	0	0
Salinispora	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	12	0	0	0	0	0	0	0	0	0	0	0
Actinocatenispora	4	42	1	0	0	12	0	0	0	0	0	0	0	0	6	11	13	19	0	0	0	0	0	0	0	0	0	0	0
Polymorphospora	3	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0
Natronosporangium	2	28	1	0	0	8	0	0	0	0	0	0	0	0	3	5	9	6	1	0	0	0	0	0	0	0	0	0	0
Catellatospora	1	32	0	0	0	16	1	0	0	0	0	0	0	0	1	3	12	17	0	0	0	0	0	0	0	0	0	0	0
Nocardioides	51	644	11	0	0	230	12	0	0	0	0	0	0	0	86	192	282	359	1	0	0	0	0	2	0	0	0	3	0
Aeromicrobium	4	111	1	0	0	48	2	0	0	0	0	0	0	0	13	22	55	51	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella	3	18	0	0	0	4	0	0	0	0	0	0	0	0	3	9	3	0	0	0	0	0	0	0	0	0	0	29	0
Mumia	1	5	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0
Pimelobacter	1	50	0	0	0	12	2	0	0	0	0	0	0	0	4	6	15	6	0	0	0	0	0	0	0	0	0	0	0
Micropruina	1	28	2	0	0	4	0	0	0	0	0	0	0	0	6	5	6	8	0	0	0	0	0	0	0	0	0	1	0
Cutibacterium	24	118	13	0	0	13	482	0	0	0	3	4	0	0	11	15	26	25	0	0	0	0	0	27	3	3	2	6	0
Propionibacterium	6	229	4	0	0	22	1	0	0	0	0	0	0	0	5	13	16	17	1	0	0	0	0	0	0	0	0	0	0
Auraticoccus	5	20	1	0	0	7	0	0	0	1	0	0	0	0	5	8	11	3	0	0	0	0	0	0	0	2	0	6	0
Tessaracoccus	5	535	7	0	1	54	1	0	0	0	0	0	0	0	21	35	59	54	0	0	0	0	0	0	0	11	0	0	0
Propioniciclava	4	80	1	0	0	16	2	0	0	0	0	0	0	0	5	9	27	17	0	0	0	0	0	0	0	0	0	0	0
Microlunatus	4	126	1	0	0	22	1	0	0	0	1	1	0	0	16	18	32	44	0	0	0	0	0	2	0	2	1	2	0
Vaginimicrobium	1	10	0	0	0	7	0	0	0	0	0	0	0	0	2	2	5	9	0	0	0	0	0	0	0	0	0	0	0
Raineyella	1	28	0	0	0	5	1	0	0	0	0	0	0	0	2	6	5	7	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium	1	143	1	0	0	18	0	0	0	0	0	0	0	0	14	14	15	37	2	0	0	0	0	0	0	0	0	0	0
Arachnia	1	349	358	0	0	12	9	0	0	0	0	0	0	0	6	4	15	18	172	0	0	0	0	0	0	0	38	15	0
Kribbella	2	33	0	2	7	14	0	0	0	0	0	0	0	0	8	7	31	14	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha	1	12	0	0	1	9	0	0	0	0	0	0	0	0	7	4	17	14	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis	35	399	6	0	0	201	12	0	0	0	0	0	0	0	120	159	275	277	0	0	0	0	0	0	0	0	0	0	0
Pseudonocardia	14	217	0	0	0	78	4	0	0	0	0	0	0	0	40	69	102	91	1	0	0	0	0	0	0	0	0	0	0
Saccharopolyspora	9	135	5	0	0	58	0	0	0	0	0	0	0	0	24	39	66	57	1	0	0	0	0	0	0	0	0	0	0
Saccharomonospora	6	61	0	0	0	26	4	0	0	0	0	0	0	0	18	23	30	39	0	0	0	0	0	0	0	1	0	7	0
Actinosynnema	4	40	0	0	0	15	0	0	0	0	0	0	0	0	10	17	20	24	1	0	0	0	0	0	0	0	0	0	0
Saccharothrix	4	91	0	0	0	48	1	0	0	0	0	0	0	0	17	35	54	54	1	0	0	0	0	0	0	0	0	0	0
Actinoalloteichus	4	26	0	0	0	22	0	0	0	0	0	0	0	0	6	21	26	39	0	0	0	0	0	0	0	0	0	0	0
Kutzneria	3	50	1	0	0	22	2	0	0	0	0	0	0	0	13	27	41	33	0	0	0	0	0	0	0	0	0	0	0
Kibdelosporangium	3	25	3	0	2	8	2	0	0	0	1	1	1	0	5	9	11	10	0	0	0	0	0	0	0	0	0	0	0
Allosaccharopolyspora	2	2	0	0	0	7	0	0	0	0	0	0	0	0	5	2	7	5	0	0	0	0	0	0	0	0	0	0	0
Alloactinosynnema	2	17	0	0	0	12	1	0	0	0	0	0	0	0	2	3	16	4	0	0	0	0	0	0	0	0	0	0	0
Allokutzneria	2	16	0	0	0	10	0	0	0	0	0	0	0	0	4	7	7	8	0	0	0	0	0	0	0	0	0	0	0
Lentzea	2	51	0	0	0	16	1	0	0	0	0	0	0	0	9	10	40	20	0	0	0	0	0	0	0	0	0	0	0
Prauserella	2	17	1	0	0	5	0	0	0	0	0	0	0	0	3	7	13	14	0	0	0	0	0	0	0	0	0	0	0
Actinokineospora	1	47	1	0	0	13	1	0	0	0	0	0	0	0	6	4	9	9	0	0	0	0	0	0	0	0	0	0	0
Actinomadura	17	149	0	0	0	84	5	0	0	0	0	0	0	0	39	56	97	105	1	0	0	0	0	0	0	0	0	0	0
Thermomonospora	9	33	0	0	0	28	0	0	0	0	0	0	0	0	27	22	47	33	0	0	0	0	1	0	0	1	0	9	0
Nocardiopsis	10	103	0	0	0	41	1	0	0	0	0	0	0	0	29	39	74	61	0	0	0	0	0	0	0	3	0	7	0
